TIME,B_001_v000,B_001_v001
2025-01-01 01:50:00,1.0336683,1.3266342
2025-01-01 01:51:00,1.0339261,1.3266139
2025-01-01 01:52:00,1.0341852,1.326594
2025-01-01 01:53:00,1.0344455,1.3265748
2025-01-01 01:54:00,1.0347074,1.3265562
2025-01-01 01:55:00,1.0349708,1.3265382
2025-01-01 01:56:00,1.0352355,1.3265209
2025-01-01 01:57:00,1.0355018,1.3265043
2025-01-01 01:58:00,1.0357696,1.3264884
2025-01-01 01:59:00,1.0360389,1.3264732
2025-01-01 02:00:00,1.0363096,1.3264588
2025-01-01 02:01:00,1.036582,1.3264452
2025-01-01 02:02:00,1.0368559,1.3264323
2025-01-01 02:03:00,1.0371313,1.3264203
2025-01-01 02:04:00,1.0374084,1.3264091
2025-01-01 02:05:00,1.037687,1.3263987
2025-01-01 02:06:00,1.0379672,1.3263892
2025-01-01 02:07:00,1.038249,1.3263806
2025-01-01 02:08:00,1.0385325,1.3263729
2025-01-01 02:09:00,1.0388176,1.3263661
2025-01-01 02:10:00,1.0391043,1.3263602
2025-01-01 02:11:00,1.0393928,1.3263552
2025-01-01 02:12:00,1.0396829,1.3263513
2025-01-01 02:13:00,1.0399746,1.3263483
2025-01-01 02:14:00,1.0402681,1.3263463
2025-01-01 02:15:00,1.0405632,1.3263453
2025-01-01 02:16:00,1.04086,1.3263454
2025-01-01 02:17:00,1.0411586,1.3263464
2025-01-01 02:18:00,1.0414588,1.3263485
2025-01-01 02:19:00,1.0417609,1.3263518
2025-01-01 02:20:00,1.0420645,1.3263559
2025-01-01 02:21:00,1.0423701,1.3263613
2025-01-01 02:22:00,1.0426773,1.3263677
2025-01-01 02:23:00,1.0429863,1.3263752
2025-01-01 02:24:00,1.0432969,1.326384
2025-01-01 02:25:00,1.0436094,1.3263937
2025-01-01 02:26:00,1.0439236,1.3264046
2025-01-01 02:27:00,1.0442396,1.3264167
2025-01-01 02:28:00,1.0445575,1.3264298
2025-01-01 02:29:00,1.0448769,1.3264443
2025-01-01 02:30:00,1.0451983,1.3264598
2025-01-01 02:31:00,1.0455214,1.3264766
2025-01-01 02:32:00,1.0458462,1.3264945
2025-01-01 02:33:00,1.0461729,1.3265135
2025-01-01 02:34:00,1.0465014,1.3265339
2025-01-01 02:35:00,1.0468316,1.3265555
2025-01-01 02:36:00,1.0471636,1.3265781
2025-01-01 02:37:00,1.0474974,1.3266021
2025-01-01 02:38:00,1.0478328,1.3266273
2025-01-01 02:39:00,1.0481702,1.3266536
2025-01-01 02:40:00,1.0485092,1.3266811
2025-01-01 02:41:00,1.04885,1.32671
2025-01-01 02:42:00,1.0491927,1.32674
2025-01-01 02:43:00,1.0495371,1.3267714
2025-01-01 02:44:00,1.0498831,1.3268038
2025-01-01 02:45:00,1.050231,1.3268377
2025-01-01 02:46:00,1.0505806,1.3268726
2025-01-01 02:47:00,1.0509319,1.3269088
2025-01-01 02:48:00,1.051285,1.3269464
2025-01-01 02:49:00,1.0516399,1.326985
2025-01-01 02:50:00,1.0519964,1.3270249
2025-01-01 02:51:00,1.0523547,1.3270662
2025-01-01 02:52:00,1.0527146,1.3271086
2025-01-01 02:53:00,1.0530763,1.3271523
2025-01-01 02:54:00,1.0534396,1.3271971
2025-01-01 02:55:00,1.0538046,1.3272432
2025-01-01 02:56:00,1.0541713,1.3272905
2025-01-01 02:57:00,1.0545397,1.327339
2025-01-01 02:58:00,1.0549096,1.3273889
2025-01-01 02:59:00,1.0552813,1.3274398
2025-01-01 03:00:00,1.0556545,1.327492
2025-01-01 03:01:00,1.0560294,1.3275454
2025-01-01 03:02:00,1.0564059,1.3275999
2025-01-01 03:03:00,1.0567839,1.3276557
2025-01-01 03:04:00,1.0571636,1.3277127
2025-01-01 03:05:00,1.0575448,1.3277707
2025-01-01 03:06:00,1.0579276,1.32783
2025-01-01 03:07:00,1.0583119,1.3278904
2025-01-01 03:08:00,1.0586977,1.3279519
2025-01-01 03:09:00,1.059085,1.3280146
2025-01-01 03:10:00,1.0594739,1.3280785
2025-01-01 03:11:00,1.0598642,1.3281434
2025-01-01 03:12:00,1.0602559,1.3282095
2025-01-01 03:13:00,1.060649,1.3282766
2025-01-01 03:14:00,1.0610436,1.3283448
2025-01-01 03:15:00,1.0614396,1.3284142
2025-01-01 03:16:00,1.0618371,1.3284845
2025-01-01 03:17:00,1.0622358,1.328556
2025-01-01 03:18:00,1.062636,1.3286285
2025-01-01 03:19:00,1.0630374,1.328702
2025-01-01 03:20:00,1.0634402,1.3287765
2025-01-01 03:21:00,1.0638442,1.3288519
2025-01-01 03:22:00,1.0642495,1.3289285
2025-01-01 03:23:00,1.064656,1.3290058
2025-01-01 03:24:00,1.0650638,1.3290843
2025-01-01 03:25:00,1.0654728,1.3291636
2025-01-01 03:26:00,1.0658829,1.3292438
2025-01-01 03:27:00,1.0662942,1.329325
2025-01-01 03:28:00,1.0667067,1.329407
2025-01-01 03:29:00,1.0671202,1.3294898
2025-01-01 03:30:00,1.0675349,1.3295736
2025-01-01 03:31:00,1.0679506,1.3296582
2025-01-01 03:32:00,1.0683674,1.3297435
2025-01-01 03:33:00,1.0687851,1.3298297
2025-01-01 03:34:00,1.0692039,1.3299167
2025-01-01 03:35:00,1.0696236,1.3300045
2025-01-01 03:36:00,1.0700442,1.3300929
2025-01-01 03:37:00,1.0704657,1.3301821
2025-01-01 03:38:00,1.0708882,1.330272
2025-01-01 03:39:00,1.0713115,1.3303626
2025-01-01 03:40:00,1.0717356,1.3304538
2025-01-01 03:41:00,1.0721605,1.3305455
2025-01-01 03:42:00,1.0725862,1.330638
2025-01-01 03:43:00,1.0730127,1.3307312
2025-01-01 03:44:00,1.0734398,1.3308247
2025-01-01 03:45:00,1.0738677,1.3309189
2025-01-01 03:46:00,1.0742962,1.3310136
2025-01-01 03:47:00,1.0747254,1.3311088
2025-01-01 03:48:00,1.075155,1.3312044
2025-01-01 03:49:00,1.0755854,1.3313006
2025-01-01 03:50:00,1.0760162,1.3313972
2025-01-01 03:51:00,1.0764476,1.3314941
2025-01-01 03:52:00,1.0768794,1.3315915
2025-01-01 03:53:00,1.0773116,1.3316891
2025-01-01 03:54:00,1.0777444,1.3317871
2025-01-01 03:55:00,1.0781775,1.3318855
2025-01-01 03:56:00,1.0786109,1.331984
2025-01-01 03:57:00,1.0790446,1.332083
2025-01-01 03:58:00,1.0794786,1.332182
2025-01-01 03:59:00,1.0799129,1.3322814
2025-01-01 04:00:00,1.0803474,1.3323808
2025-01-01 04:01:00,1.0807822,1.3324805
2025-01-01 04:02:00,1.081217,1.3325802
2025-01-01 04:03:00,1.0816519,1.3326801
2025-01-01 04:04:00,1.0820869,1.3327799
2025-01-01 04:05:00,1.082522,1.3328799
2025-01-01 04:06:00,1.0829571,1.3329798
2025-01-01 04:07:00,1.0833923,1.3330797
2025-01-01 04:08:00,1.0838273,1.3331796
2025-01-01 04:09:00,1.0842621,1.3332794
2025-01-01 04:10:00,1.0846969,1.333379
2025-01-01 04:11:00,1.0851316,1.3334786
2025-01-01 04:12:00,1.085566,1.3335779
2025-01-01 04:13:00,1.0860002,1.333677
2025-01-01 04:14:00,1.0864342,1.333776
2025-01-01 04:15:00,1.0868678,1.3338747
2025-01-01 04:16:00,1.0873011,1.3339732
2025-01-01 04:17:00,1.0877341,1.3340713
2025-01-01 04:18:00,1.0881666,1.334169
2025-01-01 04:19:00,1.0885986,1.3342664
2025-01-01 04:20:00,1.0890301,1.3343633
2025-01-01 04:21:00,1.0894612,1.3344599
2025-01-01 04:22:00,1.0898917,1.334556
2025-01-01 04:23:00,1.0903215,1.3346516
2025-01-01 04:24:00,1.0907508,1.3347466
2025-01-01 04:25:00,1.0911794,1.3348411
2025-01-01 04:26:00,1.0916073,1.3349351
2025-01-01 04:27:00,1.0920343,1.3350283
2025-01-01 04:28:00,1.0924608,1.3351209
2025-01-01 04:29:00,1.0928862,1.3352128
2025-01-01 04:30:00,1.0933108,1.3353041
2025-01-01 04:31:00,1.0937346,1.3353946
2025-01-01 04:32:00,1.0941575,1.3354843
2025-01-01 04:33:00,1.0945792,1.3355732
2025-01-01 04:34:00,1.095,1.3356613
2025-01-01 04:35:00,1.0954198,1.3357484
2025-01-01 04:36:00,1.0958384,1.3358347
2025-01-01 04:37:00,1.096256,1.33592
2025-01-01 04:38:00,1.0966724,1.3360044
2025-01-01 04:39:00,1.0970876,1.3360877
2025-01-01 04:40:00,1.0975015,1.3361701
2025-01-01 04:41:00,1.0979141,1.3362514
2025-01-01 04:42:00,1.0983255,1.3363315
2025-01-01 04:43:00,1.0987355,1.3364105
2025-01-01 04:44:00,1.099144,1.3364884
2025-01-01 04:45:00,1.0995512,1.3365651
2025-01-01 04:46:00,1.0999569,1.3366406
2025-01-01 04:47:00,1.100361,1.3367149
2025-01-01 04:48:00,1.1007636,1.3367877
2025-01-01 04:49:00,1.1011646,1.3368593
2025-01-01 04:50:00,1.101564,1.3369296
2025-01-01 04:51:00,1.1019617,1.3369983
2025-01-01 04:52:00,1.1023577,1.3370658
2025-01-01 04:53:00,1.102752,1.3371319
2025-01-01 04:54:00,1.1031445,1.3371964
2025-01-01 04:55:00,1.1035352,1.3372593
2025-01-01 04:56:00,1.103924,1.3373208
2025-01-01 04:57:00,1.104311,1.3373806
2025-01-01 04:58:00,1.104696,1.337439
2025-01-01 04:59:00,1.105079,1.3374956
2025-01-01 05:00:00,1.10546,1.3375505
2025-01-01 05:01:00,1.1058391,1.3376038
2025-01-01 05:02:00,1.106216,1.3376553
2025-01-01 05:03:00,1.1065909,1.3377051
2025-01-01 05:04:00,1.1069635,1.337753
2025-01-01 05:05:00,1.107334,1.3377993
2025-01-01 05:06:00,1.1077023,1.3378437
2025-01-01 05:07:00,1.1080682,1.3378861
2025-01-01 05:08:00,1.1084319,1.3379266
2025-01-01 05:09:00,1.1087934,1.3379653
2025-01-01 05:10:00,1.1091523,1.3380018
2025-01-01 05:11:00,1.109509,1.3380365
2025-01-01 05:12:00,1.1098632,1.3380691
2025-01-01 05:13:00,1.1102148,1.3380996
2025-01-01 05:14:00,1.110564,1.3381281
2025-01-01 05:15:00,1.1109107,1.3381544
2025-01-01 05:16:00,1.1112547,1.3381786
2025-01-01 05:17:00,1.1115961,1.3382007
2025-01-01 05:18:00,1.111935,1.3382206
2025-01-01 05:19:00,1.1122711,1.3382381
2025-01-01 05:20:00,1.1126045,1.3382535
2025-01-01 05:21:00,1.1129352,1.3382666
2025-01-01 05:22:00,1.1132631,1.3382773
2025-01-01 05:23:00,1.1135882,1.3382858
2025-01-01 05:24:00,1.1139104,1.3382919
2025-01-01 05:25:00,1.1142298,1.3382956
2025-01-01 05:26:00,1.1145462,1.3382968
2025-01-01 05:27:00,1.1148597,1.3382957
2025-01-01 05:28:00,1.1151704,1.3382921
2025-01-01 05:29:00,1.1154779,1.338286
2025-01-01 05:30:00,1.1157824,1.3382773
2025-01-01 05:31:00,1.1160839,1.3382661
2025-01-01 05:32:00,1.1163822,1.3382524
2025-01-01 05:33:00,1.1166774,1.3382361
2025-01-01 05:34:00,1.1169695,1.3382171
2025-01-01 05:35:00,1.1172583,1.3381956
2025-01-01 05:36:00,1.1175439,1.3381712
2025-01-01 05:37:00,1.1178263,1.3381443
2025-01-01 05:38:00,1.1181055,1.3381146
2025-01-01 05:39:00,1.1183813,1.3380823
2025-01-01 05:40:00,1.1186538,1.3380471
2025-01-01 05:41:00,1.118923,1.3380092
2025-01-01 05:42:00,1.1191887,1.3379686
2025-01-01 05:43:00,1.119451,1.3379251
2025-01-01 05:44:00,1.11971,1.3378787
2025-01-01 05:45:00,1.1199653,1.3378295
2025-01-01 05:46:00,1.1202173,1.3377775
2025-01-01 05:47:00,1.1204658,1.3377224
2025-01-01 05:48:00,1.1207106,1.3376646
2025-01-01 05:49:00,1.120952,1.3376038
2025-01-01 05:50:00,1.1211897,1.33754
2025-01-01 05:51:00,1.1214238,1.3374733
2025-01-01 05:52:00,1.1216544,1.3374035
2025-01-01 05:53:00,1.1218811,1.3373307
2025-01-01 05:54:00,1.1221043,1.337255
2025-01-01 05:55:00,1.1223238,1.3371762
2025-01-01 05:56:00,1.1225395,1.3370943
2025-01-01 05:57:00,1.1227515,1.3370094
2025-01-01 05:58:00,1.1229596,1.3369213
2025-01-01 05:59:00,1.123164,1.3368303
2025-01-01 06:00:00,1.1233647,1.336736
2025-01-01 06:01:00,1.1235614,1.3366386
2025-01-01 06:02:00,1.1237543,1.3365381
2025-01-01 06:03:00,1.1239433,1.3364344
2025-01-01 06:04:00,1.1241286,1.3363276
2025-01-01 06:05:00,1.1243098,1.3362175
2025-01-01 06:06:00,1.124487,1.3361043
2025-01-01 06:07:00,1.1246605,1.3359878
2025-01-01 06:08:00,1.1248299,1.3358682
2025-01-01 06:09:00,1.1249954,1.3357453
2025-01-01 06:10:00,1.1251569,1.3356192
2025-01-01 06:11:00,1.1253142,1.3354897
2025-01-01 06:12:00,1.1254677,1.3353572
2025-01-01 06:13:00,1.1256173,1.3352214
2025-01-01 06:14:00,1.1257626,1.3350822
2025-01-01 06:15:00,1.1259038,1.3349397
2025-01-01 06:16:00,1.126041,1.3347939
2025-01-01 06:17:00,1.1261742,1.3346448
2025-01-01 06:18:00,1.1263032,1.3344924
2025-01-01 06:19:00,1.1264281,1.3343368
2025-01-01 06:20:00,1.1265489,1.3341777
2025-01-01 06:21:00,1.1266656,1.3340154
2025-01-01 06:22:00,1.126778,1.3338498
2025-01-01 06:23:00,1.1268864,1.3336807
2025-01-01 06:24:00,1.1269906,1.3335084
2025-01-01 06:25:00,1.1270906,1.3333327
2025-01-01 06:26:00,1.1271864,1.3331536
2025-01-01 06:27:00,1.127278,1.3329712
2025-01-01 06:28:00,1.1273655,1.3327855
2025-01-01 06:29:00,1.1274487,1.3325964
2025-01-01 06:30:00,1.1275277,1.3324039
2025-01-01 06:31:00,1.1276025,1.3322082
2025-01-01 06:32:00,1.127673,1.332009
2025-01-01 06:33:00,1.1277394,1.3318064
2025-01-01 06:34:00,1.1278015,1.3316005
2025-01-01 06:35:00,1.1278595,1.3313913
2025-01-01 06:36:00,1.1279131,1.3311788
2025-01-01 06:37:00,1.1279625,1.3309628
2025-01-01 06:38:00,1.1280077,1.3307436
2025-01-01 06:39:00,1.1280485,1.3305209
2025-01-01 06:40:00,1.1280851,1.330295
2025-01-01 06:41:00,1.1281176,1.3300656
2025-01-01 06:42:00,1.1281457,1.3298329
2025-01-01 06:43:00,1.1281697,1.329597
2025-01-01 06:44:00,1.1281893,1.3293577
2025-01-01 06:45:00,1.1282047,1.3291152
2025-01-01 06:46:00,1.1282159,1.3288692
2025-01-01 06:47:00,1.1282228,1.32862
2025-01-01 06:48:00,1.1282254,1.3283675
2025-01-01 06:49:00,1.1282239,1.3281116
2025-01-01 06:50:00,1.128218,1.3278525
2025-01-01 06:51:00,1.128208,1.3275902
2025-01-01 06:52:00,1.1281937,1.3273246
2025-01-01 06:53:00,1.1281753,1.3270557
2025-01-01 06:54:00,1.1281526,1.3267835
2025-01-01 06:55:00,1.1281258,1.3265084
2025-01-01 06:56:00,1.1280947,1.3262298
2025-01-01 06:57:00,1.1280594,1.325948
2025-01-01 06:58:00,1.1280198,1.3256631
2025-01-01 06:59:00,1.1279762,1.325375
2025-01-01 07:00:00,1.1279283,1.3250836
2025-01-01 07:01:00,1.1278763,1.3247892
2025-01-01 07:02:00,1.12782,1.3244915
2025-01-01 07:03:00,1.1277597,1.3241907
2025-01-01 07:04:00,1.1276952,1.3238869
2025-01-01 07:05:00,1.1276267,1.3235799
2025-01-01 07:06:00,1.1275539,1.32327
2025-01-01 07:07:00,1.1274772,1.3229568
2025-01-01 07:08:00,1.1273962,1.3226407
2025-01-01 07:09:00,1.1273112,1.3223215
2025-01-01 07:10:00,1.1272222,1.3219993
2025-01-01 07:11:00,1.1271291,1.3216741
2025-01-01 07:12:00,1.127032,1.3213459
2025-01-01 07:13:00,1.1269308,1.3210149
2025-01-01 07:14:00,1.1268257,1.3206807
2025-01-01 07:15:00,1.1267166,1.3203437
2025-01-01 07:16:00,1.1266035,1.3200039
2025-01-01 07:17:00,1.1264864,1.3196611
2025-01-01 07:18:00,1.1263654,1.3193156
2025-01-01 07:19:00,1.1262405,1.3189671
2025-01-01 07:20:00,1.1261116,1.3186159
2025-01-01 07:21:00,1.125979,1.3182619
2025-01-01 07:22:00,1.1258423,1.3179051
2025-01-01 07:23:00,1.1257019,1.3175455
2025-01-01 07:24:00,1.1255577,1.3171833
2025-01-01 07:25:00,1.1254096,1.3168182
2025-01-01 07:26:00,1.1252577,1.3164507
2025-01-01 07:27:00,1.1251022,1.3160805
2025-01-01 07:28:00,1.1249428,1.3157076
2025-01-01 07:29:00,1.1247797,1.315332
2025-01-01 07:30:00,1.1246129,1.314954
2025-01-01 07:31:00,1.1244425,1.3145734
2025-01-01 07:32:00,1.1242683,1.3141904
2025-01-01 07:33:00,1.1240906,1.3138047
2025-01-01 07:34:00,1.1239092,1.3134167
2025-01-01 07:35:00,1.1237242,1.3130263
2025-01-01 07:36:00,1.1235358,1.3126335
2025-01-01 07:37:00,1.1233437,1.3122382
2025-01-01 07:38:00,1.1231482,1.3118407
2025-01-01 07:39:00,1.1229492,1.3114408
2025-01-01 07:40:00,1.1227468,1.3110387
2025-01-01 07:41:00,1.122541,1.3106344
2025-01-01 07:42:00,1.1223316,1.3102278
2025-01-01 07:43:00,1.122119,1.309819
2025-01-01 07:44:00,1.121903,1.309408
2025-01-01 07:45:00,1.1216836,1.3089949
2025-01-01 07:46:00,1.121461,1.3085798
2025-01-01 07:47:00,1.1212351,1.3081625
2025-01-01 07:48:00,1.121006,1.3077433
2025-01-01 07:49:00,1.1207738,1.307322
2025-01-01 07:50:00,1.1205382,1.3068988
2025-01-01 07:51:00,1.1202997,1.3064736
2025-01-01 07:52:00,1.120058,1.3060466
2025-01-01 07:53:00,1.1198131,1.3056178
2025-01-01 07:54:00,1.1195652,1.305187
2025-01-01 07:55:00,1.1193144,1.3047546
2025-01-01 07:56:00,1.1190605,1.3043203
2025-01-01 07:57:00,1.1188037,1.3038844
2025-01-01 07:58:00,1.1185441,1.3034468
2025-01-01 07:59:00,1.1182815,1.3030075
2025-01-01 08:00:00,1.118016,1.3025665
2025-01-01 08:01:00,1.1177477,1.3021241
2025-01-01 08:02:00,1.1174767,1.3016801
2025-01-01 08:03:00,1.1172028,1.3012346
2025-01-01 08:04:00,1.1169263,1.3007877
2025-01-01 08:05:00,1.1166471,1.3003393
2025-01-01 08:06:00,1.1163652,1.2998896
2025-01-01 08:07:00,1.1160808,1.2994385
2025-01-01 08:08:00,1.1157937,1.2989861
2025-01-01 08:09:00,1.115504,1.2985325
2025-01-01 08:10:00,1.115212,1.2980776
2025-01-01 08:11:00,1.1149174,1.2976215
2025-01-01 08:12:00,1.1146204,1.2971642
2025-01-01 08:13:00,1.114321,1.296706
2025-01-01 08:14:00,1.1140193,1.2962465
2025-01-01 08:15:00,1.1137152,1.2957861
2025-01-01 08:16:00,1.1134088,1.2953247
2025-01-01 08:17:00,1.1131002,1.2948623
2025-01-01 08:18:00,1.1127893,1.294399
2025-01-01 08:19:00,1.1124763,1.2939348
2025-01-01 08:20:00,1.1121612,1.2934699
2025-01-01 08:21:00,1.1118438,1.293004
2025-01-01 08:22:00,1.1115246,1.2925376
2025-01-01 08:23:00,1.1112033,1.2920705
2025-01-01 08:24:00,1.11088,1.2916026
2025-01-01 08:25:00,1.1105548,1.291134
2025-01-01 08:26:00,1.1102276,1.290665
2025-01-01 08:27:00,1.1098986,1.2901953
2025-01-01 08:28:00,1.1095678,1.2897252
2025-01-01 08:29:00,1.109235,1.2892547
2025-01-01 08:30:00,1.1089007,1.2887837
2025-01-01 08:31:00,1.1085646,1.2883123
2025-01-01 08:32:00,1.1082268,1.2878406
2025-01-01 08:33:00,1.1078874,1.2873687
2025-01-01 08:34:00,1.1075463,1.2868963
2025-01-01 08:35:00,1.1072038,1.2864239
2025-01-01 08:36:00,1.1068597,1.2859514
2025-01-01 08:37:00,1.1065142,1.2854786
2025-01-01 08:38:00,1.1061672,1.2850058
2025-01-01 08:39:00,1.1058189,1.284533
2025-01-01 08:40:00,1.1054691,1.2840602
2025-01-01 08:41:00,1.1051182,1.2835875
2025-01-01 08:42:00,1.1047659,1.2831148
2025-01-01 08:43:00,1.1044123,1.2826422
2025-01-01 08:44:00,1.1040576,1.2821699
2025-01-01 08:45:00,1.1037017,1.2816979
2025-01-01 08:46:00,1.1033448,1.2812259
2025-01-01 08:47:00,1.1029867,1.2807544
2025-01-01 08:48:00,1.1026276,1.2802832
2025-01-01 08:49:00,1.1022676,1.2798125
2025-01-01 08:50:00,1.1019065,1.279342
2025-01-01 08:51:00,1.1015447,1.2788723
2025-01-01 08:52:00,1.1011819,1.2784028
2025-01-01 08:53:00,1.1008183,1.2779341
2025-01-01 08:54:00,1.1004539,1.2774658
2025-01-01 08:55:00,1.1000887,1.2769983
2025-01-01 08:56:00,1.0997229,1.2765315
2025-01-01 08:57:00,1.0993564,1.2760652
2025-01-01 08:58:00,1.0989892,1.2756
2025-01-01 08:59:00,1.0986216,1.2751354
2025-01-01 09:00:00,1.0982534,1.2746718
2025-01-01 09:01:00,1.0978845,1.2742089
2025-01-01 09:02:00,1.0975153,1.2737471
2025-01-01 09:03:00,1.0971457,1.2732862
2025-01-01 09:04:00,1.0967757,1.2728264
2025-01-01 09:05:00,1.0964053,1.2723677
2025-01-01 09:06:00,1.0960345,1.2719101
2025-01-01 09:07:00,1.0956635,1.2714535
2025-01-01 09:08:00,1.0952926,1.2709984
2025-01-01 09:09:00,1.0949211,1.2705443
2025-01-01 09:10:00,1.0945497,1.2700914
2025-01-01 09:11:00,1.0941781,1.26964
2025-01-01 09:12:00,1.0938063,1.2691898
2025-01-01 09:13:00,1.0934346,1.268741
2025-01-01 09:14:00,1.0930629,1.2682937
2025-01-01 09:15:00,1.0926912,1.2678479
2025-01-01 09:16:00,1.0923196,1.2674035
2025-01-01 09:17:00,1.091948,1.2669607
2025-01-01 09:18:00,1.0915768,1.2665195
2025-01-01 09:19:00,1.0912056,1.26608
2025-01-01 09:20:00,1.0908347,1.265642
2025-01-01 09:21:00,1.0904641,1.2652059
2025-01-01 09:22:00,1.0900939,1.2647715
2025-01-01 09:23:00,1.0897238,1.2643387
2025-01-01 09:24:00,1.0893543,1.2639079
