TIME,TE_001_v000
2025-01-01 01:00:00,1.0221001
2025-01-01 01:01:00,1.0223162
2025-01-01 01:02:00,1.0225325
2025-01-01 01:03:00,1.022749
2025-01-01 01:04:00,1.0229657
2025-01-01 01:05:00,1.0231827
2025-01-01 01:06:00,1.0234001
2025-01-01 01:07:00,1.0236179
2025-01-01 01:08:00,1.0238359
2025-01-01 01:09:00,1.0240543
2025-01-01 01:10:00,1.0242732
2025-01-01 01:11:00,1.0244925
2025-01-01 01:12:00,1.0247122
2025-01-01 01:13:00,1.0249325
2025-01-01 01:14:00,1.0251533
2025-01-01 01:15:00,1.0253747
2025-01-01 01:16:00,1.0255966
2025-01-01 01:17:00,1.0258192
2025-01-01 01:18:00,1.0260423
2025-01-01 01:19:00,1.0262662
2025-01-01 01:20:00,1.0264908
2025-01-01 01:21:00,1.026716
2025-01-01 01:22:00,1.026942
2025-01-01 01:23:00,1.0271688
2025-01-01 01:24:00,1.0273963
2025-01-01 01:25:00,1.0276247
2025-01-01 01:26:00,1.027854
2025-01-01 01:27:00,1.028084
2025-01-01 01:28:00,1.028315
2025-01-01 01:29:00,1.0285469
2025-01-01 01:30:00,1.0287797
2025-01-01 01:31:00,1.0290135
2025-01-01 01:32:00,1.0292482
2025-01-01 01:33:00,1.029484
2025-01-01 01:34:00,1.0297209
2025-01-01 01:35:00,1.0299587
2025-01-01 01:36:00,1.0301977
2025-01-01 01:37:00,1.0304378
2025-01-01 01:38:00,1.030679
2025-01-01 01:39:00,1.0309213
2025-01-01 01:40:00,1.0311648
2025-01-01 01:41:00,1.0314095
2025-01-01 01:42:00,1.0316554
2025-01-01 01:43:00,1.0319026
2025-01-01 01:44:00,1.0321509
2025-01-01 01:45:00,1.0324005
2025-01-01 01:46:00,1.0326514
2025-01-01 01:47:00,1.0329037
2025-01-01 01:48:00,1.0331572
2025-01-01 01:49:00,1.0334121
2025-01-01 01:50:00,1.0336683
2025-01-01 01:51:00,1.0339261
2025-01-01 01:52:00,1.0341852
2025-01-01 01:53:00,1.0344455
2025-01-01 01:54:00,1.0347074
2025-01-01 01:55:00,1.0349708
2025-01-01 01:56:00,1.0352355
2025-01-01 01:57:00,1.0355018
2025-01-01 01:58:00,1.0357696
2025-01-01 01:59:00,1.0360389
2025-01-01 02:00:00,1.0363096
2025-01-01 02:01:00,1.036582
2025-01-01 02:02:00,1.0368559
2025-01-01 02:03:00,1.0371313
2025-01-01 02:04:00,1.0374084
2025-01-01 02:05:00,1.037687
2025-01-01 02:06:00,1.0379672
2025-01-01 02:07:00,1.038249
2025-01-01 02:08:00,1.0385325
2025-01-01 02:09:00,1.0388176
2025-01-01 02:10:00,1.0391043
2025-01-01 02:11:00,1.0393928
2025-01-01 02:12:00,1.0396829
2025-01-01 02:13:00,1.0399746
2025-01-01 02:14:00,1.0402681
2025-01-01 02:15:00,1.0405632
2025-01-01 02:16:00,1.04086
2025-01-01 02:17:00,1.0411586
2025-01-01 02:18:00,1.0414588
2025-01-01 02:19:00,1.0417609
2025-01-01 02:20:00,1.0420645
2025-01-01 02:21:00,1.0423701
2025-01-01 02:22:00,1.0426773
2025-01-01 02:23:00,1.0429863
2025-01-01 02:24:00,1.0432969
2025-01-01 02:25:00,1.0436094
2025-01-01 02:26:00,1.0439236
2025-01-01 02:27:00,1.0442396
2025-01-01 02:28:00,1.0445575
2025-01-01 02:29:00,1.0448769
2025-01-01 02:30:00,1.0451983
2025-01-01 02:31:00,1.0455214
2025-01-01 02:32:00,1.0458462
2025-01-01 02:33:00,1.0461729
2025-01-01 02:34:00,1.0465014
2025-01-01 02:35:00,1.0468316
2025-01-01 02:36:00,1.0471636
2025-01-01 02:37:00,1.0474974
2025-01-01 02:38:00,1.0478328
2025-01-01 02:39:00,1.0481702
2025-01-01 02:40:00,1.0485092
2025-01-01 02:41:00,1.04885
2025-01-01 02:42:00,1.0491927
2025-01-01 02:43:00,1.0495371
2025-01-01 02:44:00,1.0498831
2025-01-01 02:45:00,1.050231
2025-01-01 02:46:00,1.0505806
2025-01-01 02:47:00,1.0509319
2025-01-01 02:48:00,1.051285
2025-01-01 02:49:00,1.0516399
2025-01-01 02:50:00,1.0519964
2025-01-01 02:51:00,1.0523547
2025-01-01 02:52:00,1.0527146
2025-01-01 02:53:00,1.0530763
2025-01-01 02:54:00,1.0534396
2025-01-01 02:55:00,1.0538046
2025-01-01 02:56:00,1.0541713
2025-01-01 02:57:00,1.0545397
2025-01-01 02:58:00,1.0549096
2025-01-01 02:59:00,1.0552813
2025-01-01 03:00:00,1.0556545
2025-01-01 03:01:00,1.0560294
2025-01-01 03:02:00,1.0564059
2025-01-01 03:03:00,1.0567839
2025-01-01 03:04:00,1.0571636
2025-01-01 03:05:00,1.0575448
2025-01-01 03:06:00,1.0579276
2025-01-01 03:07:00,1.0583119
2025-01-01 03:08:00,1.0586977
2025-01-01 03:09:00,1.059085
2025-01-01 03:10:00,1.0594739
2025-01-01 03:11:00,1.0598642
2025-01-01 03:12:00,1.0602559
2025-01-01 03:13:00,1.060649
2025-01-01 03:14:00,1.0610436
2025-01-01 03:15:00,1.0614396
2025-01-01 03:16:00,1.0618371
2025-01-01 03:17:00,1.0622358
2025-01-01 03:18:00,1.062636
2025-01-01 03:19:00,1.0630374
2025-01-01 03:20:00,1.0634402
2025-01-01 03:21:00,1.0638442
2025-01-01 03:22:00,1.0642495
2025-01-01 03:23:00,1.064656
2025-01-01 03:24:00,1.0650638
2025-01-01 03:25:00,1.0654728
2025-01-01 03:26:00,1.0658829
2025-01-01 03:27:00,1.0662942
2025-01-01 03:28:00,1.0667067
2025-01-01 03:29:00,1.0671202
2025-01-01 03:30:00,1.0675349
2025-01-01 03:31:00,1.0679506
2025-01-01 03:32:00,1.0683674
2025-01-01 03:33:00,1.0687851
2025-01-01 03:34:00,1.0692039
2025-01-01 03:35:00,1.0696236
2025-01-01 03:36:00,1.0700442
2025-01-01 03:37:00,1.0704657
2025-01-01 03:38:00,1.0708882
2025-01-01 03:39:00,1.0713115
2025-01-01 03:40:00,1.0717356
2025-01-01 03:41:00,1.0721605
2025-01-01 03:42:00,1.0725862
2025-01-01 03:43:00,1.0730127
2025-01-01 03:44:00,1.0734398
2025-01-01 03:45:00,1.0738677
2025-01-01 03:46:00,1.0742962
2025-01-01 03:47:00,1.0747254
2025-01-01 03:48:00,1.075155
2025-01-01 03:49:00,1.0755854
2025-01-01 03:50:00,1.0760162
2025-01-01 03:51:00,1.0764476
2025-01-01 03:52:00,1.0768794
2025-01-01 03:53:00,1.0773116
2025-01-01 03:54:00,1.0777444
2025-01-01 03:55:00,1.0781775
2025-01-01 03:56:00,1.0786109
2025-01-01 03:57:00,1.0790446
2025-01-01 03:58:00,1.0794786
2025-01-01 03:59:00,1.0799129
2025-01-01 04:00:00,1.0803474
2025-01-01 04:01:00,1.0807822
2025-01-01 04:02:00,1.081217
2025-01-01 04:03:00,1.0816519
2025-01-01 04:04:00,1.0820869
2025-01-01 04:05:00,1.082522
2025-01-01 04:06:00,1.0829571
2025-01-01 04:07:00,1.0833923
2025-01-01 04:08:00,1.0838273
2025-01-01 04:09:00,1.0842621
2025-01-01 04:10:00,1.0846969
2025-01-01 04:11:00,1.0851316
2025-01-01 04:12:00,1.085566
2025-01-01 04:13:00,1.0860002
2025-01-01 04:14:00,1.0864342
2025-01-01 04:15:00,1.0868678
2025-01-01 04:16:00,1.0873011
2025-01-01 04:17:00,1.0877341
2025-01-01 04:18:00,1.0881666
2025-01-01 04:19:00,1.0885986
2025-01-01 04:20:00,1.0890301
2025-01-01 04:21:00,1.0894612
2025-01-01 04:22:00,1.0898917
2025-01-01 04:23:00,1.0903215
2025-01-01 04:24:00,1.0907508
2025-01-01 04:25:00,1.0911794
2025-01-01 04:26:00,1.0916073
2025-01-01 04:27:00,1.0920343
2025-01-01 04:28:00,1.0924608
2025-01-01 04:29:00,1.0928862
2025-01-01 04:30:00,1.0933108
2025-01-01 04:31:00,1.0937346
2025-01-01 04:32:00,1.0941575
2025-01-01 04:33:00,1.0945792
2025-01-01 04:34:00,1.095
2025-01-01 04:35:00,1.0954198
2025-01-01 04:36:00,1.0958384
2025-01-01 04:37:00,1.096256
2025-01-01 04:38:00,1.0966724
2025-01-01 04:39:00,1.0970876
2025-01-01 04:40:00,1.0975015
2025-01-01 04:41:00,1.0979141
2025-01-01 04:42:00,1.0983255
2025-01-01 04:43:00,1.0987355
2025-01-01 04:44:00,1.099144
2025-01-01 04:45:00,1.0995512
2025-01-01 04:46:00,1.0999569
2025-01-01 04:47:00,1.100361
2025-01-01 04:48:00,1.1007636
2025-01-01 04:49:00,1.1011646
2025-01-01 04:50:00,1.101564
2025-01-01 04:51:00,1.1019617
2025-01-01 04:52:00,1.1023577
2025-01-01 04:53:00,1.102752
2025-01-01 04:54:00,1.1031445
2025-01-01 04:55:00,1.1035352
2025-01-01 04:56:00,1.103924
2025-01-01 04:57:00,1.104311
2025-01-01 04:58:00,1.104696
2025-01-01 04:59:00,1.105079
2025-01-01 05:00:00,1.10546
2025-01-01 05:01:00,1.1058391
2025-01-01 05:02:00,1.106216
2025-01-01 05:03:00,1.1065909
2025-01-01 05:04:00,1.1069635
2025-01-01 05:05:00,1.107334
2025-01-01 05:06:00,1.1077023
2025-01-01 05:07:00,1.1080682
2025-01-01 05:08:00,1.1084319
2025-01-01 05:09:00,1.1087934
2025-01-01 05:10:00,1.1091523
2025-01-01 05:11:00,1.109509
2025-01-01 05:12:00,1.1098632
2025-01-01 05:13:00,1.1102148
2025-01-01 05:14:00,1.110564
2025-01-01 05:15:00,1.1109107
2025-01-01 05:16:00,1.1112547
2025-01-01 05:17:00,1.1115961
2025-01-01 05:18:00,1.111935
2025-01-01 05:19:00,1.1122711
2025-01-01 05:20:00,1.1126045
2025-01-01 05:21:00,1.1129352
2025-01-01 05:22:00,1.1132631
2025-01-01 05:23:00,1.1135882
2025-01-01 05:24:00,1.1139104
2025-01-01 05:25:00,1.1142298
2025-01-01 05:26:00,1.1145462
2025-01-01 05:27:00,1.1148597
2025-01-01 05:28:00,1.1151704
2025-01-01 05:29:00,1.1154779
2025-01-01 05:30:00,1.1157824
2025-01-01 05:31:00,1.1160839
2025-01-01 05:32:00,1.1163822
2025-01-01 05:33:00,1.1166774
2025-01-01 05:34:00,1.1169695
2025-01-01 05:35:00,1.1172583
2025-01-01 05:36:00,1.1175439
2025-01-01 05:37:00,1.1178263
2025-01-01 05:38:00,1.1181055
2025-01-01 05:39:00,1.1183813
2025-01-01 05:40:00,1.1186538
2025-01-01 05:41:00,1.118923
2025-01-01 05:42:00,1.1191887
2025-01-01 05:43:00,1.119451
2025-01-01 05:44:00,1.11971
2025-01-01 05:45:00,1.1199653
2025-01-01 05:46:00,1.1202173
2025-01-01 05:47:00,1.1204658
2025-01-01 05:48:00,1.1207106
2025-01-01 05:49:00,1.120952
2025-01-01 05:50:00,1.1211897
2025-01-01 05:51:00,1.1214238
2025-01-01 05:52:00,1.1216544
2025-01-01 05:53:00,1.1218811
2025-01-01 05:54:00,1.1221043
2025-01-01 05:55:00,1.1223238
2025-01-01 05:56:00,1.1225395
2025-01-01 05:57:00,1.1227515
2025-01-01 05:58:00,1.1229596
2025-01-01 05:59:00,1.123164
2025-01-01 06:00:00,1.1233647
2025-01-01 06:01:00,1.1235614
2025-01-01 06:02:00,1.1237543
2025-01-01 06:03:00,1.1239433
2025-01-01 06:04:00,1.1241286
2025-01-01 06:05:00,1.1243098
2025-01-01 06:06:00,1.124487
2025-01-01 06:07:00,1.1246605
2025-01-01 06:08:00,1.1248299
2025-01-01 06:09:00,1.1249954
2025-01-01 06:10:00,1.1251569
2025-01-01 06:11:00,1.1253142
2025-01-01 06:12:00,1.1254677
2025-01-01 06:13:00,1.1256173
2025-01-01 06:14:00,1.1257626
2025-01-01 06:15:00,1.1259038
2025-01-01 06:16:00,1.126041
2025-01-01 06:17:00,1.1261742
2025-01-01 06:18:00,1.1263032
2025-01-01 06:19:00,1.1264281
2025-01-01 06:20:00,1.1265489
2025-01-01 06:21:00,1.1266656
2025-01-01 06:22:00,1.126778
2025-01-01 06:23:00,1.1268864
2025-01-01 06:24:00,1.1269906
2025-01-01 06:25:00,1.1270906
2025-01-01 06:26:00,1.1271864
2025-01-01 06:27:00,1.127278
2025-01-01 06:28:00,1.1273655
2025-01-01 06:29:00,1.1274487
2025-01-01 06:30:00,1.1275277
2025-01-01 06:31:00,1.1276025
2025-01-01 06:32:00,1.127673
2025-01-01 06:33:00,1.1277394
2025-01-01 06:34:00,1.1278015
2025-01-01 06:35:00,1.1278595
2025-01-01 06:36:00,1.1279131
2025-01-01 06:37:00,1.1279625
2025-01-01 06:38:00,1.1280077
2025-01-01 06:39:00,1.1280485
2025-01-01 06:40:00,1.1280851
2025-01-01 06:41:00,1.1281176
2025-01-01 06:42:00,1.1281457
2025-01-01 06:43:00,1.1281697
2025-01-01 06:44:00,1.1281893
2025-01-01 06:45:00,1.1282047
2025-01-01 06:46:00,1.1282159
2025-01-01 06:47:00,1.1282228
2025-01-01 06:48:00,1.1282254
2025-01-01 06:49:00,1.1282239
2025-01-01 06:50:00,1.128218
2025-01-01 06:51:00,1.128208
2025-01-01 06:52:00,1.1281937
2025-01-01 06:53:00,1.1281753
2025-01-01 06:54:00,1.1281526
2025-01-01 06:55:00,1.1281258
2025-01-01 06:56:00,1.1280947
2025-01-01 06:57:00,1.1280594
2025-01-01 06:58:00,1.1280198
2025-01-01 06:59:00,1.1279762
2025-01-01 07:00:00,1.1279283
2025-01-01 07:01:00,1.1278763
2025-01-01 07:02:00,1.12782
2025-01-01 07:03:00,1.1277597
2025-01-01 07:04:00,1.1276952
2025-01-01 07:05:00,1.1276267
2025-01-01 07:06:00,1.1275539
2025-01-01 07:07:00,1.1274772
2025-01-01 07:08:00,1.1273962
2025-01-01 07:09:00,1.1273112
2025-01-01 07:10:00,1.1272222
2025-01-01 07:11:00,1.1271291
2025-01-01 07:12:00,1.127032
2025-01-01 07:13:00,1.1269308
2025-01-01 07:14:00,1.1268257
2025-01-01 07:15:00,1.1267166
2025-01-01 07:16:00,1.1266035
2025-01-01 07:17:00,1.1264864
2025-01-01 07:18:00,1.1263654
2025-01-01 07:19:00,1.1262405
2025-01-01 07:20:00,1.1261116
2025-01-01 07:21:00,1.125979
2025-01-01 07:22:00,1.1258423
2025-01-01 07:23:00,1.1257019
2025-01-01 07:24:00,1.1255577
2025-01-01 07:25:00,1.1254096
2025-01-01 07:26:00,1.1252577
2025-01-01 07:27:00,1.1251022
2025-01-01 07:28:00,1.1249428
2025-01-01 07:29:00,1.1247797
2025-01-01 07:30:00,1.1246129
2025-01-01 07:31:00,1.1244425
2025-01-01 07:32:00,1.1242683
2025-01-01 07:33:00,1.1240906
2025-01-01 07:34:00,1.1239092
2025-01-01 07:35:00,1.1237242
2025-01-01 07:36:00,1.1235358
2025-01-01 07:37:00,1.1233437
2025-01-01 07:38:00,1.1231482
2025-01-01 07:39:00,1.1229492
2025-01-01 07:40:00,1.1227468
2025-01-01 07:41:00,1.122541
2025-01-01 07:42:00,1.1223316
2025-01-01 07:43:00,1.122119
2025-01-01 07:44:00,1.121903
2025-01-01 07:45:00,1.1216836
2025-01-01 07:46:00,1.121461
2025-01-01 07:47:00,1.1212351
2025-01-01 07:48:00,1.121006
2025-01-01 07:49:00,1.1207738
2025-01-01 07:50:00,1.1205382
2025-01-01 07:51:00,1.1202997
2025-01-01 07:52:00,1.120058
2025-01-01 07:53:00,1.1198131
2025-01-01 07:54:00,1.1195652
2025-01-01 07:55:00,1.1193144
2025-01-01 07:56:00,1.1190605
2025-01-01 07:57:00,1.1188037
2025-01-01 07:58:00,1.1185441
2025-01-01 07:59:00,1.1182815
2025-01-01 08:00:00,1.118016
2025-01-01 08:01:00,1.1177477
2025-01-01 08:02:00,1.1174767
2025-01-01 08:03:00,1.1172028
2025-01-01 08:04:00,1.1169263
2025-01-01 08:05:00,1.1166471
2025-01-01 08:06:00,1.1163652
2025-01-01 08:07:00,1.1160808
2025-01-01 08:08:00,1.1157937
2025-01-01 08:09:00,1.115504
2025-01-01 08:10:00,1.115212
2025-01-01 08:11:00,1.1149174
2025-01-01 08:12:00,1.1146204
2025-01-01 08:13:00,1.114321
2025-01-01 08:14:00,1.1140193
2025-01-01 08:15:00,1.1137152
2025-01-01 08:16:00,1.1134088
2025-01-01 08:17:00,1.1131002
2025-01-01 08:18:00,1.1127893
2025-01-01 08:19:00,1.1124763
2025-01-01 08:20:00,1.1121612
2025-01-01 08:21:00,1.1118438
2025-01-01 08:22:00,1.1115246
2025-01-01 08:23:00,1.1112033
2025-01-01 08:24:00,1.11088
2025-01-01 08:25:00,1.1105548
2025-01-01 08:26:00,1.1102276
2025-01-01 08:27:00,1.1098986
2025-01-01 08:28:00,1.1095678
2025-01-01 08:29:00,1.109235
2025-01-01 08:30:00,1.1089007
2025-01-01 08:31:00,1.1085646
2025-01-01 08:32:00,1.1082268
2025-01-01 08:33:00,1.1078874
2025-01-01 08:34:00,1.1075463
2025-01-01 08:35:00,1.1072038
2025-01-01 08:36:00,1.1068597
2025-01-01 08:37:00,1.1065142
2025-01-01 08:38:00,1.1061672
2025-01-01 08:39:00,1.1058189
2025-01-01 08:40:00,1.1054691
2025-01-01 08:41:00,1.1051182
2025-01-01 08:42:00,1.1047659
2025-01-01 08:43:00,1.1044123
2025-01-01 08:44:00,1.1040576
2025-01-01 08:45:00,1.1037017
2025-01-01 08:46:00,1.1033448
2025-01-01 08:47:00,1.1029867
2025-01-01 08:48:00,1.1026276
2025-01-01 08:49:00,1.1022676
2025-01-01 08:50:00,1.1019065
2025-01-01 08:51:00,1.1015447
2025-01-01 08:52:00,1.1011819
2025-01-01 08:53:00,1.1008183
2025-01-01 08:54:00,1.1004539
2025-01-01 08:55:00,1.1000887
2025-01-01 08:56:00,1.0997229
2025-01-01 08:57:00,1.0993564
2025-01-01 08:58:00,1.0989892
2025-01-01 08:59:00,1.0986216
2025-01-01 09:00:00,1.0982534
2025-01-01 09:01:00,1.0978845
2025-01-01 09:02:00,1.0975153
2025-01-01 09:03:00,1.0971457
2025-01-01 09:04:00,1.0967757
2025-01-01 09:05:00,1.0964053
2025-01-01 09:06:00,1.0960345
2025-01-01 09:07:00,1.0956635
2025-01-01 09:08:00,1.0952926
2025-01-01 09:09:00,1.0949211
2025-01-01 09:10:00,1.0945497
2025-01-01 09:11:00,1.0941781
2025-01-01 09:12:00,1.0938063
2025-01-01 09:13:00,1.0934346
2025-01-01 09:14:00,1.0930629
2025-01-01 09:15:00,1.0926912
2025-01-01 09:16:00,1.0923196
2025-01-01 09:17:00,1.091948
2025-01-01 09:18:00,1.0915768
2025-01-01 09:19:00,1.0912056
2025-01-01 09:20:00,1.0908347
2025-01-01 09:21:00,1.0904641
2025-01-01 09:22:00,1.0900939
2025-01-01 09:23:00,1.0897238
2025-01-01 09:24:00,1.0893543
2025-01-01 09:25:00,1.0889851
2025-01-01 09:26:00,1.0886164
2025-01-01 09:27:00,1.0882481
2025-01-01 09:28:00,1.0878804
2025-01-01 09:29:00,1.0875133
2025-01-01 09:30:00,1.0871468
2025-01-01 09:31:00,1.0867808
2025-01-01 09:32:00,1.0864156
2025-01-01 09:33:00,1.086051
2025-01-01 09:34:00,1.0856873
2025-01-01 09:35:00,1.0853242
2025-01-01 09:36:00,1.084962
2025-01-01 09:37:00,1.0846006
2025-01-01 09:38:00,1.0842401
2025-01-01 09:39:00,1.0838804
2025-01-01 09:40:00,1.0835217
2025-01-01 09:41:00,1.083164
2025-01-01 09:42:00,1.0828073
2025-01-01 09:43:00,1.0824516
2025-01-01 09:44:00,1.0820969
2025-01-01 09:45:00,1.0817435
2025-01-01 09:46:00,1.081391
2025-01-01 09:47:00,1.0810398
2025-01-01 09:48:00,1.0806897
2025-01-01 09:49:00,1.0803409
2025-01-01 09:50:00,1.0799934
2025-01-01 09:51:00,1.0796471
2025-01-01 09:52:00,1.079302
2025-01-01 09:53:00,1.0789583
2025-01-01 09:54:00,1.0786159
2025-01-01 09:55:00,1.078275
2025-01-01 09:56:00,1.0779355
2025-01-01 09:57:00,1.0775974
2025-01-01 09:58:00,1.0772607
2025-01-01 09:59:00,1.0769255
2025-01-01 10:00:00,1.076592
2025-01-01 10:01:00,1.0762599
2025-01-01 10:02:00,1.0759294
2025-01-01 10:03:00,1.0756005
2025-01-01 10:04:00,1.0752732
2025-01-01 10:05:00,1.0749475
2025-01-01 10:06:00,1.0746236
2025-01-01 10:07:00,1.0743012
2025-01-01 10:08:00,1.0739807
2025-01-01 10:09:00,1.0736618
2025-01-01 10:10:00,1.0733448
2025-01-01 10:11:00,1.0730295
2025-01-01 10:12:00,1.072716
2025-01-01 10:13:00,1.0724043
2025-01-01 10:14:00,1.0720944
2025-01-01 10:15:00,1.0717865
2025-01-01 10:16:00,1.0714804
2025-01-01 10:17:00,1.0711762
2025-01-01 10:18:00,1.0708739
2025-01-01 10:19:00,1.0705736
2025-01-01 10:20:00,1.0702752
2025-01-01 10:21:00,1.0699787
2025-01-01 10:22:00,1.0696843
2025-01-01 10:23:00,1.0693918
2025-01-01 10:24:00,1.0691015
2025-01-01 10:25:00,1.0688131
2025-01-01 10:26:00,1.0685267
2025-01-01 10:27:00,1.0682425
2025-01-01 10:28:00,1.0679604
2025-01-01 10:29:00,1.0676802
2025-01-01 10:30:00,1.0674024
2025-01-01 10:31:00,1.0671264
2025-01-01 10:32:00,1.0668527
2025-01-01 10:33:00,1.0665811
2025-01-01 10:34:00,1.0663117
2025-01-01 10:35:00,1.0660446
2025-01-01 10:36:00,1.0657794
2025-01-01 10:37:00,1.0655166
2025-01-01 10:38:00,1.0652559
2025-01-01 10:39:00,1.0649974
2025-01-01 10:40:00,1.0647411
2025-01-01 10:41:00,1.0644871
2025-01-01 10:42:00,1.0642352
2025-01-01 10:43:00,1.0639857
2025-01-01 10:44:00,1.0637383
2025-01-01 10:45:00,1.0634933
2025-01-01 10:46:00,1.0632504
2025-01-01 10:47:00,1.0630099
2025-01-01 10:48:00,1.0627716
2025-01-01 10:49:00,1.0625355
2025-01-01 10:50:00,1.0623018
2025-01-01 10:51:00,1.0620703
2025-01-01 10:52:00,1.0618411
2025-01-01 10:53:00,1.0616142
2025-01-01 10:54:00,1.0613896
2025-01-01 10:55:00,1.0611672
2025-01-01 10:56:00,1.0609472
2025-01-01 10:57:00,1.0607295
2025-01-01 10:58:00,1.060514
2025-01-01 10:59:00,1.0603008
2025-01-01 11:00:00,1.06009
2025-01-01 11:01:00,1.0598814
2025-01-01 11:02:00,1.0596751
2025-01-01 11:03:00,1.0594711
2025-01-01 11:04:00,1.0592694
2025-01-01 11:05:00,1.05907
2025-01-01 11:06:00,1.0588728
2025-01-01 11:07:00,1.0586779
2025-01-01 11:08:00,1.0584854
2025-01-01 11:09:00,1.058295
2025-01-01 11:10:00,1.0581069
2025-01-01 11:11:00,1.0579212
2025-01-01 11:12:00,1.0577376
2025-01-01 11:13:00,1.0575563
2025-01-01 11:14:00,1.0573771
2025-01-01 11:15:00,1.0572003
2025-01-01 11:16:00,1.0570257
2025-01-01 11:17:00,1.0568534
2025-01-01 11:18:00,1.0566832
2025-01-01 11:19:00,1.0565151
2025-01-01 11:20:00,1.0563493
2025-01-01 11:21:00,1.0561856
2025-01-01 11:22:00,1.0560242
2025-01-01 11:23:00,1.0558648
2025-01-01 11:24:00,1.0557077
2025-01-01 11:25:00,1.0555526
2025-01-01 11:26:00,1.0553997
2025-01-01 11:27:00,1.055249
2025-01-01 11:28:00,1.0551002
2025-01-01 11:29:00,1.0549536
2025-01-01 11:30:00,1.054809
2025-01-01 11:31:00,1.0546665
2025-01-01 11:32:00,1.0545261
2025-01-01 11:33:00,1.0543877
2025-01-01 11:34:00,1.0542513
2025-01-01 11:35:00,1.0541168
2025-01-01 11:36:00,1.0539845
2025-01-01 11:37:00,1.053854
2025-01-01 11:38:00,1.0537256
2025-01-01 11:39:00,1.053599
2025-01-01 11:40:00,1.0534743
2025-01-01 11:41:00,1.0533516
2025-01-01 11:42:00,1.0532308
2025-01-01 11:43:00,1.0531118
2025-01-01 11:44:00,1.0529946
2025-01-01 11:45:00,1.0528793
2025-01-01 11:46:00,1.0527657
2025-01-01 11:47:00,1.052654
2025-01-01 11:48:00,1.0525441
2025-01-01 11:49:00,1.0524359
2025-01-01 11:50:00,1.0523294
2025-01-01 11:51:00,1.0522246
2025-01-01 11:52:00,1.0521216
2025-01-01 11:53:00,1.0520202
2025-01-01 11:54:00,1.0519204
2025-01-01 11:55:00,1.0518223
2025-01-01 11:56:00,1.0517257
2025-01-01 11:57:00,1.0516307
2025-01-01 11:58:00,1.0515374
2025-01-01 11:59:00,1.0514455
2025-01-01 12:00:00,1.0513551
2025-01-01 12:01:00,1.0512662
2025-01-01 12:02:00,1.0511789
2025-01-01 12:03:00,1.051093
2025-01-01 12:04:00,1.0510083
2025-01-01 12:05:00,1.0509251
2025-01-01 12:06:00,1.0508434
2025-01-01 12:07:00,1.0507629
2025-01-01 12:08:00,1.0506837
2025-01-01 12:09:00,1.0506058
2025-01-01 12:10:00,1.0505292
2025-01-01 12:11:00,1.0504539
2025-01-01 12:12:00,1.0503796
2025-01-01 12:13:00,1.0503067
2025-01-01 12:14:00,1.0502349
2025-01-01 12:15:00,1.0501642
2025-01-01 12:16:00,1.0500946
2025-01-01 12:17:00,1.050026
2025-01-01 12:18:00,1.0499586
2025-01-01 12:19:00,1.0498922
2025-01-01 12:20:00,1.0498267
