token_id,variable_index,variable_name,token_type,value_average,value_median,range_start,range_end,count,probability,variable_sample_count,is_constant,is_binary,variable_group,duplicate_of
42,12,N_001_v000,range,1.0287385466,1.0287326574,1.0214087963,1.0362273445,433,0.1003011350,4317,False,False,equipment,B_001_v000
43,4,B_001_v000,range,1.0427721301,1.0431693792,1.0362273455,1.0479423990,433,0.1003011350,4317,False,False,equipment,
43,6,C_001_v000,range,1.0427721301,1.0431693792,1.0362273455,1.0479423990,433,0.1003011350,4317,False,False,equipment,B_001_v000
43,8,P_001_v000,range,1.0427721301,1.0431693792,1.0362273455,1.0479423990,433,0.1003011350,4317,False,False,equipment,B_001_v000
43,10,R_001_v000,range,1.0427721301,1.0431693792,1.0362273455,1.0479423990,433,0.1003011350,4317,False,False,equipment,B_001_v000
43,11,TE_001_v000,range,1.0427721301,1.0431693792,1.0362273455,1.0479423990,433,0.1003011350,4317,False,False,equipment,B_001_v000
43,12,N_001_v000,range,1.0427721301,1.0431693792,1.0362273455,1.0479423990,433,0.1003011350,4317,False,False,equipment,B_001_v000
44,4,B_001_v000,range,1.0531147536,1.0526540279,1.0479424000,1.0600889911,431,0.0998378504,4317,False,False,equipment,
44,6,C_001_v000,range,1.0531147536,1.0526540279,1.0479424000,1.0600889911,431,0.0998378504,4317,False,False,equipment,B_001_v000
44,8,P_001_v000,range,1.0531147536,1.0526540279,1.0479424000,1.0600889911,431,0.0998378504,4317,False,False,equipment,B_001_v000
44,10,R_001_v000,range,1.0531147536,1.0526540279,1.0479424000,1.0600889911,431,0.0998378504,4317,False,False,equipment,B_001_v000
44,11,TE_001_v000,range,1.0531147536,1.0526540279,1.0479424000,1.0600889911,431,0.0998378504,4317,False,False,equipment,B_001_v000
44,12,N_001_v000,range,1.0531147536,1.0526540279,1.0479424000,1.0600889911,431,0.0998378504,4317,False,False,equipment,B_001_v000
45,4,B_001_v000,range,1.0685010305,1.0686067343,1.0600889921,1.0764687051,431,0.0998378504,4317,False,False,equipment,
45,6,C_001_v000,range,1.0685010305,1.0686067343,1.0600889921,1.0764687051,431,0.0998378504,4317,False,False,equipment,B_001_v000
45,8,P_001_v000,range,1.0685010305,1.0686067343,1.0600889921,1.0764687051,431,0.0998378504,4317,False,False,equipment,B_001_v000
45,10,R_001_v000,range,1.0685010305,1.0686067343,1.0600889921,1.0764687051,431,0.0998378504,4317,False,False,equipment,B_001_v000
45,11,TE_001_v000,range,1.0685010305,1.0686067343,1.0600889921,1.0764687051,431,0.0998378504,4317,False,False,equipment,B_001_v000
45,12,N_001_v000,range,1.0685010305,1.0686067343,1.0600889921,1.0764687051,431,0.0998378504,4317,False,False,equipment,B_001_v000
46,4,B_001_v000,range,1.0827662748,1.0822181702,1.0764687061,1.0907459249,431,0.0998378504,4317,False,False,equipment,
46,6,C_001_v000,range,1.0827662748,1.0822181702,1.0764687061,1.0907459249,431,0.0998378504,4317,False,False,equipment,B_001_v000
46,8,P_001_v000,range,1.0827662748,1.0822181702,1.0764687061,1.0907459249,431,0.0998378504,4317,False,False,equipment,B_001_v000
46,10,R_001_v000,range,1.0827662748,1.0822181702,1.0764687061,1.0907459249,431,0.0998378504,4317,False,False,equipment,B_001_v000
46,11,TE_001_v000,range,1.0827662748,1.0822181702,1.0764687061,1.0907459249,431,0.0998378504,4317,False,False,equipment,B_001_v000
46,12,N_001_v000,range,1.0827662748,1.0822181702,1.0764687061,1.0907459249,431,0.0998378504,4317,False,False,equipment,B_001_v000
47,4,B_001_v000,range,1.0996070884,1.0997228622,1.0907459259,1.1083062877,431,0.0998378504,4317,False,False,equipment,
47,6,C_001_v000,range,1.0996070884,1.0997228622,1.0907459259,1.1083062877,431,0.0998378504,4317,False,False,equipment,B_001_v000
47,8,P_001_v000,range,1.0996070884,1.0997228622,1.0907459259,1.1083062877,431,0.0998378504,4317,False,False,equipment,B_001_v000
47,10,R_001_v000,range,1.0996070884,1.0997228622,1.0907459259,1.1083062877,431,0.0998378504,4317,False,False,equipment,B_001_v000
47,11,TE_001_v000,range,1.0996070884,1.0997228622,1.0907459259,1.1083062877,431,0.0998378504,4317,False,False,equipment,B_001_v000
47,12,N_001_v000,range,1.0996070884,1.0997228622,1.0907459259,1.1083062877,431,0.0998378504,4317,False,False,equipment,B_001_v000
48,4,B_001_v000,range,1.1157897992,1.1160254478,1.1083062887,1.1223869314,436,0.1009960621,4317,False,False,equipment,
48,6,C_001_v000,range,1.1157897992,1.1160254478,1.1083062887,1.1223869314,436,0.1009960621,4317,False,False,equipment,B_001_v000
48,8,P_001_v000,range,1.1157897992,1.1160254478,1.1083062887,1.1223869314,436,0.1009960621,4317,False,False,equipment,B_001_v000
48,10,R_001_v000,range,1.1157897992,1.1160254478,1.1083062887,1.1223869314,436,0.1009960621,4317,False,False,equipment,B_001_v000
48,11,TE_001_v000,range,1.1157897992,1.1160254478,1.1083062887,1.1223869314,436,0.1009960621,4317,False,False,equipment,B_001_v000
48,12,N_001_v000,range,1.1157897992,1.1160254478,1.1083062887,1.1223869314,436,0.1009960621,4317,False,False,equipment,B_001_v000
49,4,B_001_v000,range,1.1266237656,1.1269308329,1.1223869324,1.1333416700,427,0.0989112810,4317,False,False,equipment,
49,6,C_001_v000,range,1.1266237656,1.1269308329,1.1223869324,1.1333416700,427,0.0989112810,4317,False,False,equipment,B_001_v000
49,8,P_001_v000,range,1.1266237656,1.1269308329,1.1223869324,1.1333416700,427,0.0989112810,4317,False,False,equipment,B_001_v000
49,10,R_001_v000,range,1.1266237656,1.1269308329,1.1223869324,1.1333416700,427,0.0989112810,4317,False,False,equipment,B_001_v000
49,11,TE_001_v000,range,1.1266237656,1.1269308329,1.1223869324,1.1333416700,427,0.0989112810,4317,False,False,equipment,B_001_v000
49,12,N_001_v000,range,1.1266237656,1.1269308329,1.1223869324,1.1333416700,427,0.0989112810,4317,False,False,equipment,B_001_v000
50,5,B_001_v001,range,1.2389893432,1.2378014326,1.2331863642,1.2494654645,432,0.1000694927,4317,False,False,equipment,
50,7,C_001_v001,range,1.2389893432,1.2378014326,1.2331863642,1.2494654645,432,0.1000694927,4317,False,False,equipment,B_001_v001
50,9,P_001_v001,range,1.2389893432,1.2378014326,1.2331863642,1.2494654645,432,0.1000694927,4317,False,False,equipment,B_001_v001
50,13,N_002_v000,range,1.2389893432,1.2378014326,1.2331863642,1.2494654645,432,0.1000694927,4317,False,False,equipment,B_001_v001
51,5,B_001_v001,range,1.2569879133,1.2568848133,1.2494654655,1.2629386177,432,0.1000694927,4317,False,False,equipment,
51,7,C_001_v001,range,1.2569879133,1.2568848133,1.2494654655,1.2629386177,432,0.1000694927,4317,False,False,equipment,B_001_v001
51,9,P_001_v001,range,1.2569879133,1.2568848133,1.2494654655,1.2629386177,432,0.1000694927,4317,False,False,equipment,B_001_v001
51,13,N_002_v000,range,1.2569879133,1.2568848133,1.2494654655,1.2629386177,432,0.1000694927,4317,False,False,equipment,B_001_v001
52,5,B_001_v001,range,1.2657404089,1.2656720281,1.2629386187,1.2688633194,432,0.1000694927,4317,False,False,equipment,
52,7,C_001_v001,range,1.2657404089,1.2656720281,1.2629386187,1.2688633194,432,0.1000694927,4317,False,False,equipment,B_001_v001
52,9,P_001_v001,range,1.2657404089,1.2656720281,1.2629386187,1.2688633194,432,0.1000694927,4317,False,False,equipment,B_001_v001
52,13,N_002_v000,range,1.2657404089,1.2656720281,1.2629386187,1.2688633194,432,0.1000694927,4317,False,False,equipment,B_001_v001
53,5,B_001_v001,range,1.2766678954,1.2758421302,1.2688633204,1.2877930393,432,0.1000694927,4317,False,False,equipment,
53,7,C_001_v001,range,1.2766678954,1.2758421302,1.2688633204,1.2877930393,432,0.1000694927,4317,False,False,equipment,B_001_v001
53,9,P_001_v001,range,1.2766678954,1.2758421302,1.2688633204,1.2877930393,432,0.1000694927,4317,False,False,equipment,B_001_v001
53,13,N_002_v000,range,1.2766678954,1.2758421302,1.2688633204,1.2877930393,432,0.1000694927,4317,False,False,equipment,B_001_v001
54,5,B_001_v001,range,1.3027582648,1.3030331135,1.2877930403,1.3158076992,433,0.1003011350,4317,False,False,equipment,
54,7,C_001_v001,range,1.3027582648,1.3030331135,1.2877930403,1.3158076992,433,0.1003011350,4317,False,False,equipment,B_001_v001
54,9,P_001_v001,range,1.3027582648,1.3030331135,1.2877930403,1.3158076992,433,0.1003011350,4317,False,False,equipment,B_001_v001
54,13,N_002_v000,range,1.3027582648,1.3030331135,1.2877930403,1.3158076992,433,0.1003011350,4317,False,False,equipment,B_001_v001
55,5,B_001_v001,range,1.3239067694,1.3262376785,1.3158077002,1.3271970739,432,0.1000694927,4317,False,False,equipment,
55,7,C_001_v001,range,1.3239067694,1.3262376785,1.3158077002,1.3271970739,432,0.1000694927,4317,False,False,equipment,B_001_v001
55,9,P_001_v001,range,1.3239067694,1.3262376785,1.3158077002,1.3271970739,432,0.1000694927,4317,False,False,equipment,B_001_v001
55,13,N_002_v000,range,1.3239067694,1.3262376785,1.3158077002,1.3271970739,432,0.1000694927,4317,False,False,equipment,B_001_v001
56,5,B_001_v001,range,1.3293561861,1.3285559416,1.3271970749,1.3335083713,431,0.0998378504,4317,False,False,equipment,
56,7,C_001_v001,range,1.3293561861,1.3285559416,1.3271970749,1.3335083713,431,0.0998378504,4317,False,False,equipment,B_001_v001
56,9,P_001_v001,range,1.3293561861,1.3285559416,1.3271970749,1.3335083713,431,0.0998378504,4317,False,False,equipment,B_001_v001
56,13,N_002_v000,range,1.3293561861,1.3285559416,1.3271970749,1.3335083713,431,0.0998378504,4317,False,False,equipment,B_001_v001
57,5,B_001_v001,range,1.3379755670,1.3375505209,1.3335083723,1.3465325822,431,0.0998378504,4317,False,False,equipment,
57,7,C_001_v001,range,1.3379755670,1.3375505209,1.3335083723,1.3465325822,431,0.0998378504,4317,False,False,equipment,B_001_v001
57,9,P_001_v001,range,1.3379755670,1.3375505209,1.3335083723,1.3465325822,431,0.0998378504,4317,False,False,equipment,B_001_v001
57,13,N_002_v000,range,1.3379755670,1.3375505209,1.3335083723,1.3465325822,431,0.0998378504,4317,False,False,equipment,B_001_v001
58,5,B_001_v001,range,1.3694101561,1.3638392687,1.3465325832,1.4069313993,432,0.1000694927,4317,False,False,equipment,
58,7,C_001_v001,range,1.3694101561,1.3638392687,1.3465325832,1.4069313993,432,0.1000694927,4317,False,False,equipment,B_001_v001
58,9,P_001_v001,range,1.3694101561,1.3638392687,1.3465325832,1.4069313993,432,0.1000694927,4317,False,False,equipment,B_001_v001
58,13,N_002_v000,range,1.3694101561,1.3638392687,1.3465325832,1.4069313993,432,0.1000694927,4317,False,False,equipment,B_001_v001
59,5,B_001_v001,range,1.4327041814,1.4353210926,1.4069314003,1.4506592751,430,0.0996062080,4317,False,False,equipment,
59,7,C_001_v001,range,1.4327041814,1.4353210926,1.4069314003,1.4506592751,430,0.0996062080,4317,False,False,equipment,B_001_v001
59,9,P_001_v001,range,1.4327041814,1.4353210926,1.4069314003,1.4506592751,430,0.0996062080,4317,False,False,equipment,B_001_v001
59,13,N_002_v000,range,1.4327041814,1.4353210926,1.4069314003,1.4506592751,430,0.0996062080,4317,False,False,equipment,B_001_v001
