TIME,C_001_v000,C_001_v001,C_001_v002
2025-01-01 00:50:00,1.0199434,1.3279103,1.5669553
2025-01-01 00:51:00,1.0201591,1.327906,1.5666194
2025-01-01 00:52:00,1.0203748,1.3279005,1.5662825
2025-01-01 00:53:00,1.0205904,1.3278939,1.5659447
2025-01-01 00:54:00,1.020806,1.3278861,1.5656059
2025-01-01 00:55:00,1.0210215,1.3278772,1.5652663
2025-01-01 00:56:00,1.021237,1.3278672,1.5649258
2025-01-01 00:57:00,1.0214527,1.3278562,1.5645846
2025-01-01 00:58:00,1.0216683,1.3278441,1.5642426
2025-01-01 00:59:00,1.0218841,1.3278311,1.5638999
2025-01-01 01:00:00,1.0221001,1.3278173,1.5635564
2025-01-01 01:01:00,1.0223162,1.3278024,1.5632125
2025-01-01 01:02:00,1.0225325,1.3277868,1.5628679
2025-01-01 01:03:00,1.022749,1.3277704,1.5625228
2025-01-01 01:04:00,1.0229657,1.327753,1.5621772
2025-01-01 01:05:00,1.0231827,1.327735,1.561831
2025-01-01 01:06:00,1.0234001,1.3277161,1.5614845
2025-01-01 01:07:00,1.0236179,1.3276967,1.5611377
2025-01-01 01:08:00,1.0238359,1.3276765,1.5607904
2025-01-01 01:09:00,1.0240543,1.3276557,1.5604428
2025-01-01 01:10:00,1.0242732,1.3276343,1.560095
2025-01-01 01:11:00,1.0244925,1.3276123,1.5597467
2025-01-01 01:12:00,1.0247122,1.3275898,1.5593985
2025-01-01 01:13:00,1.0249325,1.3275667,1.55905
2025-01-01 01:14:00,1.0251533,1.3275433,1.5587014
2025-01-01 01:15:00,1.0253747,1.3275192,1.5583527
2025-01-01 01:16:00,1.0255966,1.3274949,1.558004
2025-01-01 01:17:00,1.0258192,1.3274701,1.5576553
2025-01-01 01:18:00,1.0260423,1.327445,1.5573065
2025-01-01 01:19:00,1.0262662,1.3274196,1.556958
2025-01-01 01:20:00,1.0264908,1.3273939,1.5566094
2025-01-01 01:21:00,1.026716,1.3273679,1.556261
2025-01-01 01:22:00,1.026942,1.3273417,1.5559127
2025-01-01 01:23:00,1.0271688,1.3273153,1.5555648
2025-01-01 01:24:00,1.0273963,1.3272887,1.555217
2025-01-01 01:25:00,1.0276247,1.327262,1.5548695
2025-01-01 01:26:00,1.027854,1.3272353,1.5545224
2025-01-01 01:27:00,1.028084,1.3272084,1.5541756
2025-01-01 01:28:00,1.028315,1.3271816,1.5538292
2025-01-01 01:29:00,1.0285469,1.3271546,1.5534832
2025-01-01 01:30:00,1.0287797,1.3271277,1.5531378
2025-01-01 01:31:00,1.0290135,1.3271008,1.5527928
2025-01-01 01:32:00,1.0292482,1.3270739,1.5524483
2025-01-01 01:33:00,1.029484,1.3270472,1.5521044
2025-01-01 01:34:00,1.0297209,1.3270206,1.551761
2025-01-01 01:35:00,1.0299587,1.3269943,1.5514184
2025-01-01 01:36:00,1.0301977,1.326968,1.5510764
2025-01-01 01:37:00,1.0304378,1.326942,1.5507351
2025-01-01 01:38:00,1.030679,1.3269161,1.5503945
2025-01-01 01:39:00,1.0309213,1.3268906,1.5500548
2025-01-01 01:40:00,1.0311648,1.3268653,1.5497158
2025-01-01 01:41:00,1.0314095,1.3268404,1.5493777
2025-01-01 01:42:00,1.0316554,1.3268158,1.5490403
2025-01-01 01:43:00,1.0319026,1.3267915,1.5487039
2025-01-01 01:44:00,1.0321509,1.3267677,1.5483685
2025-01-01 01:45:00,1.0324005,1.3267443,1.548034
2025-01-01 01:46:00,1.0326514,1.3267213,1.5477004
2025-01-01 01:47:00,1.0329037,1.3266988,1.5473679
2025-01-01 01:48:00,1.0331572,1.3266767,1.5470364
2025-01-01 01:49:00,1.0334121,1.3266551,1.5467061
2025-01-01 01:50:00,1.0336683,1.3266342,1.5463768
2025-01-01 01:51:00,1.0339261,1.3266139,1.5460488
2025-01-01 01:52:00,1.0341852,1.326594,1.5457219
2025-01-01 01:53:00,1.0344455,1.3265748,1.5453961
2025-01-01 01:54:00,1.0347074,1.3265562,1.5450715
2025-01-01 01:55:00,1.0349708,1.3265382,1.5447482
2025-01-01 01:56:00,1.0352355,1.3265209,1.5444262
2025-01-01 01:57:00,1.0355018,1.3265043,1.5441055
2025-01-01 01:58:00,1.0357696,1.3264884,1.543786
2025-01-01 01:59:00,1.0360389,1.3264732,1.543468
2025-01-01 02:00:00,1.0363096,1.3264588,1.5431514
2025-01-01 02:01:00,1.036582,1.3264452,1.5428362
2025-01-01 02:02:00,1.0368559,1.3264323,1.5425223
2025-01-01 02:03:00,1.0371313,1.3264203,1.54221
2025-01-01 02:04:00,1.0374084,1.3264091,1.5418991
2025-01-01 02:05:00,1.037687,1.3263987,1.5415897
2025-01-01 02:06:00,1.0379672,1.3263892,1.5412819
2025-01-01 02:07:00,1.038249,1.3263806,1.5409756
2025-01-01 02:08:00,1.0385325,1.3263729,1.5406709
2025-01-01 02:09:00,1.0388176,1.3263661,1.5403678
2025-01-01 02:10:00,1.0391043,1.3263602,1.5400662
2025-01-01 02:11:00,1.0393928,1.3263552,1.5397664
2025-01-01 02:12:00,1.0396829,1.3263513,1.5394683
2025-01-01 02:13:00,1.0399746,1.3263483,1.5391717
2025-01-01 02:14:00,1.0402681,1.3263463,1.5388769
2025-01-01 02:15:00,1.0405632,1.3263453,1.5385839
2025-01-01 02:16:00,1.04086,1.3263454,1.5382925
2025-01-01 02:17:00,1.0411586,1.3263464,1.5380028
2025-01-01 02:18:00,1.0414588,1.3263485,1.5377151
2025-01-01 02:19:00,1.0417609,1.3263518,1.5374291
2025-01-01 02:20:00,1.0420645,1.3263559,1.5371449
2025-01-01 02:21:00,1.0423701,1.3263613,1.5368625
2025-01-01 02:22:00,1.0426773,1.3263677,1.536582
2025-01-01 02:23:00,1.0429863,1.3263752,1.5363034
2025-01-01 02:24:00,1.0432969,1.326384,1.5360266
2025-01-01 02:25:00,1.0436094,1.3263937,1.5357517
2025-01-01 02:26:00,1.0439236,1.3264046,1.5354787
2025-01-01 02:27:00,1.0442396,1.3264167,1.5352077
2025-01-01 02:28:00,1.0445575,1.3264298,1.5349387
2025-01-01 02:29:00,1.0448769,1.3264443,1.5346715
2025-01-01 02:30:00,1.0451983,1.3264598,1.5344063
2025-01-01 02:31:00,1.0455214,1.3264766,1.5341432
2025-01-01 02:32:00,1.0458462,1.3264945,1.533882
2025-01-01 02:33:00,1.0461729,1.3265135,1.5336227
2025-01-01 02:34:00,1.0465014,1.3265339,1.5333657
2025-01-01 02:35:00,1.0468316,1.3265555,1.5331106
2025-01-01 02:36:00,1.0471636,1.3265781,1.5328575
2025-01-01 02:37:00,1.0474974,1.3266021,1.5326065
2025-01-01 02:38:00,1.0478328,1.3266273,1.5323575
2025-01-01 02:39:00,1.0481702,1.3266536,1.5321105
2025-01-01 02:40:00,1.0485092,1.3266811,1.5318657
2025-01-01 02:41:00,1.04885,1.32671,1.5316229
2025-01-01 02:42:00,1.0491927,1.32674,1.5313822
2025-01-01 02:43:00,1.0495371,1.3267714,1.5311437
2025-01-01 02:44:00,1.0498831,1.3268038,1.5309072
2025-01-01 02:45:00,1.050231,1.3268377,1.5306728
2025-01-01 02:46:00,1.0505806,1.3268726,1.5304406
2025-01-01 02:47:00,1.0509319,1.3269088,1.5302105
2025-01-01 02:48:00,1.051285,1.3269464,1.5299824
2025-01-01 02:49:00,1.0516399,1.326985,1.5297567
2025-01-01 02:50:00,1.0519964,1.3270249,1.5295329
2025-01-01 02:51:00,1.0523547,1.3270662,1.5293113
2025-01-01 02:52:00,1.0527146,1.3271086,1.529092
2025-01-01 02:53:00,1.0530763,1.3271523,1.5288746
2025-01-01 02:54:00,1.0534396,1.3271971,1.5286596
2025-01-01 02:55:00,1.0538046,1.3272432,1.5284466
2025-01-01 02:56:00,1.0541713,1.3272905,1.5282358
2025-01-01 02:57:00,1.0545397,1.327339,1.528027
2025-01-01 02:58:00,1.0549096,1.3273889,1.5278206
2025-01-01 02:59:00,1.0552813,1.3274398,1.5276163
2025-01-01 03:00:00,1.0556545,1.327492,1.5274141
2025-01-01 03:01:00,1.0560294,1.3275454,1.527214
2025-01-01 03:02:00,1.0564059,1.3275999,1.5270162
2025-01-01 03:03:00,1.0567839,1.3276557,1.5268204
2025-01-01 03:04:00,1.0571636,1.3277127,1.5266268
2025-01-01 03:05:00,1.0575448,1.3277707,1.5264354
2025-01-01 03:06:00,1.0579276,1.32783,1.5262461
2025-01-01 03:07:00,1.0583119,1.3278904,1.5260589
2025-01-01 03:08:00,1.0586977,1.3279519,1.5258739
2025-01-01 03:09:00,1.059085,1.3280146,1.525691
2025-01-01 03:10:00,1.0594739,1.3280785,1.5255103
2025-01-01 03:11:00,1.0598642,1.3281434,1.5253316
2025-01-01 03:12:00,1.0602559,1.3282095,1.5251551
2025-01-01 03:13:00,1.060649,1.3282766,1.5249807
2025-01-01 03:14:00,1.0610436,1.3283448,1.5248084
2025-01-01 03:15:00,1.0614396,1.3284142,1.5246382
2025-01-01 03:16:00,1.0618371,1.3284845,1.52447
2025-01-01 03:17:00,1.0622358,1.328556,1.5243039
2025-01-01 03:18:00,1.062636,1.3286285,1.5241401
2025-01-01 03:19:00,1.0630374,1.328702,1.5239782
2025-01-01 03:20:00,1.0634402,1.3287765,1.5238184
2025-01-01 03:21:00,1.0638442,1.3288519,1.5236605
2025-01-01 03:22:00,1.0642495,1.3289285,1.5235047
2025-01-01 03:23:00,1.064656,1.3290058,1.523351
2025-01-01 03:24:00,1.0650638,1.3290843,1.5231992
2025-01-01 03:25:00,1.0654728,1.3291636,1.5230495
2025-01-01 03:26:00,1.0658829,1.3292438,1.5229018
2025-01-01 03:27:00,1.0662942,1.329325,1.522756
2025-01-01 03:28:00,1.0667067,1.329407,1.5226122
2025-01-01 03:29:00,1.0671202,1.3294898,1.5224704
2025-01-01 03:30:00,1.0675349,1.3295736,1.5223304
2025-01-01 03:31:00,1.0679506,1.3296582,1.5221924
2025-01-01 03:32:00,1.0683674,1.3297435,1.5220563
2025-01-01 03:33:00,1.0687851,1.3298297,1.5219221
2025-01-01 03:34:00,1.0692039,1.3299167,1.5217899
2025-01-01 03:35:00,1.0696236,1.3300045,1.5216595
2025-01-01 03:36:00,1.0700442,1.3300929,1.5215309
2025-01-01 03:37:00,1.0704657,1.3301821,1.5214041
2025-01-01 03:38:00,1.0708882,1.330272,1.5212792
2025-01-01 03:39:00,1.0713115,1.3303626,1.5211561
2025-01-01 03:40:00,1.0717356,1.3304538,1.5210347
2025-01-01 03:41:00,1.0721605,1.3305455,1.5209153
2025-01-01 03:42:00,1.0725862,1.330638,1.5207974
2025-01-01 03:43:00,1.0730127,1.3307312,1.5206814
2025-01-01 03:44:00,1.0734398,1.3308247,1.5205669
2025-01-01 03:45:00,1.0738677,1.3309189,1.5204543
2025-01-01 03:46:00,1.0742962,1.3310136,1.5203434
2025-01-01 03:47:00,1.0747254,1.3311088,1.520234
2025-01-01 03:48:00,1.075155,1.3312044,1.5201263
2025-01-01 03:49:00,1.0755854,1.3313006,1.5200202
2025-01-01 03:50:00,1.0760162,1.3313972,1.5199158
2025-01-01 03:51:00,1.0764476,1.3314941,1.519813
2025-01-01 03:52:00,1.0768794,1.3315915,1.5197116
2025-01-01 03:53:00,1.0773116,1.3316891,1.5196118
2025-01-01 03:54:00,1.0777444,1.3317871,1.5195136
2025-01-01 03:55:00,1.0781775,1.3318855,1.5194168
2025-01-01 03:56:00,1.0786109,1.331984,1.5193214
2025-01-01 03:57:00,1.0790446,1.332083,1.5192276
2025-01-01 03:58:00,1.0794786,1.332182,1.5191352
2025-01-01 03:59:00,1.0799129,1.3322814,1.5190442
2025-01-01 04:00:00,1.0803474,1.3323808,1.5189545
2025-01-01 04:01:00,1.0807822,1.3324805,1.5188663
2025-01-01 04:02:00,1.081217,1.3325802,1.5187794
2025-01-01 04:03:00,1.0816519,1.3326801,1.5186937
2025-01-01 04:04:00,1.0820869,1.3327799,1.5186094
2025-01-01 04:05:00,1.082522,1.3328799,1.5185263
2025-01-01 04:06:00,1.0829571,1.3329798,1.5184444
2025-01-01 04:07:00,1.0833923,1.3330797,1.5183637
2025-01-01 04:08:00,1.0838273,1.3331796,1.5182843
2025-01-01 04:09:00,1.0842621,1.3332794,1.518206
2025-01-01 04:10:00,1.0846969,1.333379,1.5181289
2025-01-01 04:11:00,1.0851316,1.3334786,1.5180527
2025-01-01 04:12:00,1.085566,1.3335779,1.5179778
2025-01-01 04:13:00,1.0860002,1.333677,1.5179039
2025-01-01 04:14:00,1.0864342,1.333776,1.517831
2025-01-01 04:15:00,1.0868678,1.3338747,1.5177591
2025-01-01 04:16:00,1.0873011,1.3339732,1.5176882
2025-01-01 04:17:00,1.0877341,1.3340713,1.5176183
2025-01-01 04:18:00,1.0881666,1.334169,1.5175493
2025-01-01 04:19:00,1.0885986,1.3342664,1.5174811
2025-01-01 04:20:00,1.0890301,1.3343633,1.5174139
2025-01-01 04:21:00,1.0894612,1.3344599,1.5173475
2025-01-01 04:22:00,1.0898917,1.334556,1.5172818
2025-01-01 04:23:00,1.0903215,1.3346516,1.517217
2025-01-01 04:24:00,1.0907508,1.3347466,1.517153
2025-01-01 04:25:00,1.0911794,1.3348411,1.5170896
2025-01-01 04:26:00,1.0916073,1.3349351,1.517027
2025-01-01 04:27:00,1.0920343,1.3350283,1.516965
2025-01-01 04:28:00,1.0924608,1.3351209,1.5169038
2025-01-01 04:29:00,1.0928862,1.3352128,1.5168431
2025-01-01 04:30:00,1.0933108,1.3353041,1.516783
2025-01-01 04:31:00,1.0937346,1.3353946,1.5167235
2025-01-01 04:32:00,1.0941575,1.3354843,1.5166645
2025-01-01 04:33:00,1.0945792,1.3355732,1.516606
2025-01-01 04:34:00,1.095,1.3356613,1.516548
2025-01-01 04:35:00,1.0954198,1.3357484,1.5164905
2025-01-01 04:36:00,1.0958384,1.3358347,1.5164332
2025-01-01 04:37:00,1.096256,1.33592,1.5163765
2025-01-01 04:38:00,1.0966724,1.3360044,1.5163201
2025-01-01 04:39:00,1.0970876,1.3360877,1.516264
2025-01-01 04:40:00,1.0975015,1.3361701,1.5162082
2025-01-01 04:41:00,1.0979141,1.3362514,1.5161526
2025-01-01 04:42:00,1.0983255,1.3363315,1.5160974
2025-01-01 04:43:00,1.0987355,1.3364105,1.5160424
2025-01-01 04:44:00,1.099144,1.3364884,1.5159874
2025-01-01 04:45:00,1.0995512,1.3365651,1.5159328
2025-01-01 04:46:00,1.0999569,1.3366406,1.5158782
2025-01-01 04:47:00,1.100361,1.3367149,1.5158237
2025-01-01 04:48:00,1.1007636,1.3367877,1.5157692
2025-01-01 04:49:00,1.1011646,1.3368593,1.5157149
2025-01-01 04:50:00,1.101564,1.3369296,1.5156604
2025-01-01 04:51:00,1.1019617,1.3369983,1.515606
2025-01-01 04:52:00,1.1023577,1.3370658,1.5155516
2025-01-01 04:53:00,1.102752,1.3371319,1.515497
2025-01-01 04:54:00,1.1031445,1.3371964,1.5154423
2025-01-01 04:55:00,1.1035352,1.3372593,1.5153875
2025-01-01 04:56:00,1.103924,1.3373208,1.5153325
2025-01-01 04:57:00,1.104311,1.3373806,1.5152773
2025-01-01 04:58:00,1.104696,1.337439,1.5152218
2025-01-01 04:59:00,1.105079,1.3374956,1.5151662
2025-01-01 05:00:00,1.10546,1.3375505,1.5151103
2025-01-01 05:01:00,1.1058391,1.3376038,1.515054
2025-01-01 05:02:00,1.106216,1.3376553,1.5149974
2025-01-01 05:03:00,1.1065909,1.3377051,1.5149404
2025-01-01 05:04:00,1.1069635,1.337753,1.514883
2025-01-01 05:05:00,1.107334,1.3377993,1.5148252
2025-01-01 05:06:00,1.1077023,1.3378437,1.5147669
2025-01-01 05:07:00,1.1080682,1.3378861,1.5147082
2025-01-01 05:08:00,1.1084319,1.3379266,1.5146489
2025-01-01 05:09:00,1.1087934,1.3379653,1.5145891
2025-01-01 05:10:00,1.1091523,1.3380018,1.5145288
2025-01-01 05:11:00,1.109509,1.3380365,1.5144677
2025-01-01 05:12:00,1.1098632,1.3380691,1.5144061
2025-01-01 05:13:00,1.1102148,1.3380996,1.5143439
2025-01-01 05:14:00,1.110564,1.3381281,1.514281
2025-01-01 05:15:00,1.1109107,1.3381544,1.5142174
2025-01-01 05:16:00,1.1112547,1.3381786,1.514153
2025-01-01 05:17:00,1.1115961,1.3382007,1.5140879
2025-01-01 05:18:00,1.111935,1.3382206,1.514022
2025-01-01 05:19:00,1.1122711,1.3382381,1.5139552
2025-01-01 05:20:00,1.1126045,1.3382535,1.5138878
2025-01-01 05:21:00,1.1129352,1.3382666,1.5138193
2025-01-01 05:22:00,1.1132631,1.3382773,1.5137501
2025-01-01 05:23:00,1.1135882,1.3382858,1.5136799
2025-01-01 05:24:00,1.1139104,1.3382919,1.5136087
2025-01-01 05:25:00,1.1142298,1.3382956,1.5135366
2025-01-01 05:26:00,1.1145462,1.3382968,1.5134635
2025-01-01 05:27:00,1.1148597,1.3382957,1.5133893
2025-01-01 05:28:00,1.1151704,1.3382921,1.5133144
2025-01-01 05:29:00,1.1154779,1.338286,1.5132382
2025-01-01 05:30:00,1.1157824,1.3382773,1.5131608
2025-01-01 05:31:00,1.1160839,1.3382661,1.5130825
2025-01-01 05:32:00,1.1163822,1.3382524,1.513003
2025-01-01 05:33:00,1.1166774,1.3382361,1.5129223
2025-01-01 05:34:00,1.1169695,1.3382171,1.5128404
2025-01-01 05:35:00,1.1172583,1.3381956,1.5127574
2025-01-01 05:36:00,1.1175439,1.3381712,1.5126731
2025-01-01 05:37:00,1.1178263,1.3381443,1.5125875
2025-01-01 05:38:00,1.1181055,1.3381146,1.5125008
2025-01-01 05:39:00,1.1183813,1.3380823,1.5124128
2025-01-01 05:40:00,1.1186538,1.3380471,1.5123234
2025-01-01 05:41:00,1.118923,1.3380092,1.5122327
2025-01-01 05:42:00,1.1191887,1.3379686,1.5121406
2025-01-01 05:43:00,1.119451,1.3379251,1.5120472
2025-01-01 05:44:00,1.11971,1.3378787,1.5119524
2025-01-01 05:45:00,1.1199653,1.3378295,1.5118562
2025-01-01 05:46:00,1.1202173,1.3377775,1.5117586
2025-01-01 05:47:00,1.1204658,1.3377224,1.5116595
2025-01-01 05:48:00,1.1207106,1.3376646,1.5115589
2025-01-01 05:49:00,1.120952,1.3376038,1.511457
2025-01-01 05:50:00,1.1211897,1.33754,1.5113534
2025-01-01 05:51:00,1.1214238,1.3374733,1.5112484
2025-01-01 05:52:00,1.1216544,1.3374035,1.5111418
2025-01-01 05:53:00,1.1218811,1.3373307,1.5110337
2025-01-01 05:54:00,1.1221043,1.337255,1.510924
2025-01-01 05:55:00,1.1223238,1.3371762,1.5108128
2025-01-01 05:56:00,1.1225395,1.3370943,1.5106999
2025-01-01 05:57:00,1.1227515,1.3370094,1.5105854
2025-01-01 05:58:00,1.1229596,1.3369213,1.5104692
2025-01-01 05:59:00,1.123164,1.3368303,1.5103515
2025-01-01 06:00:00,1.1233647,1.336736,1.5102321
2025-01-01 06:01:00,1.1235614,1.3366386,1.510111
2025-01-01 06:02:00,1.1237543,1.3365381,1.5099882
2025-01-01 06:03:00,1.1239433,1.3364344,1.5098637
2025-01-01 06:04:00,1.1241286,1.3363276,1.5097376
2025-01-01 06:05:00,1.1243098,1.3362175,1.5096097
2025-01-01 06:06:00,1.124487,1.3361043,1.5094801
2025-01-01 06:07:00,1.1246605,1.3359878,1.5093488
2025-01-01 06:08:00,1.1248299,1.3358682,1.5092156
2025-01-01 06:09:00,1.1249954,1.3357453,1.5090806
2025-01-01 06:10:00,1.1251569,1.3356192,1.508944
2025-01-01 06:11:00,1.1253142,1.3354897,1.5088055
2025-01-01 06:12:00,1.1254677,1.3353572,1.5086653
2025-01-01 06:13:00,1.1256173,1.3352214,1.5085233
2025-01-01 06:14:00,1.1257626,1.3350822,1.5083795
2025-01-01 06:15:00,1.1259038,1.3349397,1.5082338
2025-01-01 06:16:00,1.126041,1.3347939,1.5080862
2025-01-01 06:17:00,1.1261742,1.3346448,1.5079368
2025-01-01 06:18:00,1.1263032,1.3344924,1.5077857
2025-01-01 06:19:00,1.1264281,1.3343368,1.5076326
2025-01-01 06:20:00,1.1265489,1.3341777,1.5074776
2025-01-01 06:21:00,1.1266656,1.3340154,1.5073209
2025-01-01 06:22:00,1.126778,1.3338498,1.5071622
2025-01-01 06:23:00,1.1268864,1.3336807,1.5070016
2025-01-01 06:24:00,1.1269906,1.3335084,1.5068393
2025-01-01 06:25:00,1.1270906,1.3333327,1.506675
2025-01-01 06:26:00,1.1271864,1.3331536,1.5065088
2025-01-01 06:27:00,1.127278,1.3329712,1.5063407
2025-01-01 06:28:00,1.1273655,1.3327855,1.5061709
2025-01-01 06:29:00,1.1274487,1.3325964,1.505999
2025-01-01 06:30:00,1.1275277,1.3324039,1.5058253
2025-01-01 06:31:00,1.1276025,1.3322082,1.5056497
2025-01-01 06:32:00,1.127673,1.332009,1.5054722
2025-01-01 06:33:00,1.1277394,1.3318064,1.5052928
2025-01-01 06:34:00,1.1278015,1.3316005,1.5051115
2025-01-01 06:35:00,1.1278595,1.3313913,1.5049282
2025-01-01 06:36:00,1.1279131,1.3311788,1.5047432
2025-01-01 06:37:00,1.1279625,1.3309628,1.5045562
2025-01-01 06:38:00,1.1280077,1.3307436,1.5043674
2025-01-01 06:39:00,1.1280485,1.3305209,1.5041766
2025-01-01 06:40:00,1.1280851,1.330295,1.503984
2025-01-01 06:41:00,1.1281176,1.3300656,1.5037894
2025-01-01 06:42:00,1.1281457,1.3298329,1.503593
2025-01-01 06:43:00,1.1281697,1.329597,1.5033947
2025-01-01 06:44:00,1.1281893,1.3293577,1.5031946
2025-01-01 06:45:00,1.1282047,1.3291152,1.5029926
2025-01-01 06:46:00,1.1282159,1.3288692,1.5027888
2025-01-01 06:47:00,1.1282228,1.32862,1.502583
2025-01-01 06:48:00,1.1282254,1.3283675,1.5023755
2025-01-01 06:49:00,1.1282239,1.3281116,1.502166
2025-01-01 06:50:00,1.128218,1.3278525,1.5019549
2025-01-01 06:51:00,1.128208,1.3275902,1.5017419
2025-01-01 06:52:00,1.1281937,1.3273246,1.501527
2025-01-01 06:53:00,1.1281753,1.3270557,1.5013103
2025-01-01 06:54:00,1.1281526,1.3267835,1.5010918
2025-01-01 06:55:00,1.1281258,1.3265084,1.5008718
2025-01-01 06:56:00,1.1280947,1.3262298,1.5006497
2025-01-01 06:57:00,1.1280594,1.325948,1.5004259
2025-01-01 06:58:00,1.1280198,1.3256631,1.5002004
2025-01-01 06:59:00,1.1279762,1.325375,1.4999732
2025-01-01 07:00:00,1.1279283,1.3250836,1.4997442
2025-01-01 07:01:00,1.1278763,1.3247892,1.4995134
2025-01-01 07:02:00,1.12782,1.3244915,1.4992809
2025-01-01 07:03:00,1.1277597,1.3241907,1.4990468
2025-01-01 07:04:00,1.1276952,1.3238869,1.498811
2025-01-01 07:05:00,1.1276267,1.3235799,1.4985735
2025-01-01 07:06:00,1.1275539,1.32327,1.4983344
2025-01-01 07:07:00,1.1274772,1.3229568,1.4980937
2025-01-01 07:08:00,1.1273962,1.3226407,1.4978514
2025-01-01 07:09:00,1.1273112,1.3223215,1.4976074
2025-01-01 07:10:00,1.1272222,1.3219993,1.4973618
2025-01-01 07:11:00,1.1271291,1.3216741,1.4971147
2025-01-01 07:12:00,1.127032,1.3213459,1.496866
2025-01-01 07:13:00,1.1269308,1.3210149,1.4966158
2025-01-01 07:14:00,1.1268257,1.3206807,1.496364
2025-01-01 07:15:00,1.1267166,1.3203437,1.4961108
2025-01-01 07:16:00,1.1266035,1.3200039,1.4958562
2025-01-01 07:17:00,1.1264864,1.3196611,1.4956
2025-01-01 07:18:00,1.1263654,1.3193156,1.4953424
2025-01-01 07:19:00,1.1262405,1.3189671,1.4950833
2025-01-01 07:20:00,1.1261116,1.3186159,1.4948229
2025-01-01 07:21:00,1.125979,1.3182619,1.4945611
2025-01-01 07:22:00,1.1258423,1.3179051,1.4942979
2025-01-01 07:23:00,1.1257019,1.3175455,1.4940335
2025-01-01 07:24:00,1.1255577,1.3171833,1.4937676
2025-01-01 07:25:00,1.1254096,1.3168182,1.4935005
2025-01-01 07:26:00,1.1252577,1.3164507,1.4932321
2025-01-01 07:27:00,1.1251022,1.3160805,1.4929625
2025-01-01 07:28:00,1.1249428,1.3157076,1.4926916
2025-01-01 07:29:00,1.1247797,1.315332,1.4924196
2025-01-01 07:30:00,1.1246129,1.314954,1.4921464
2025-01-01 07:31:00,1.1244425,1.3145734,1.4918721
2025-01-01 07:32:00,1.1242683,1.3141904,1.4915965
2025-01-01 07:33:00,1.1240906,1.3138047,1.4913199
2025-01-01 07:34:00,1.1239092,1.3134167,1.4910423
2025-01-01 07:35:00,1.1237242,1.3130263,1.4907635
