TIME,R_001_v000
2025-01-01 01:00:00,1.0112123
2025-01-01 01:01:00,1.0115733
2025-01-01 01:02:00,1.0119364
2025-01-01 01:03:00,1.0123018
2025-01-01 01:04:00,1.0126693
2025-01-01 01:05:00,1.013039
2025-01-01 01:06:00,1.0134109
2025-01-01 01:07:00,1.0137851
2025-01-01 01:08:00,1.0141613
2025-01-01 01:09:00,1.01454
2025-01-01 01:10:00,1.0149207
2025-01-01 01:11:00,1.0153037
2025-01-01 01:12:00,1.0156889
2025-01-01 01:13:00,1.0160763
2025-01-01 01:14:00,1.016466
2025-01-01 01:15:00,1.0168579
2025-01-01 01:16:00,1.017252
2025-01-01 01:17:00,1.0176483
2025-01-01 01:18:00,1.0180467
2025-01-01 01:19:00,1.0184475
2025-01-01 01:20:00,1.0188506
2025-01-01 01:21:00,1.0192556
2025-01-01 01:22:00,1.0196631
2025-01-01 01:23:00,1.0200728
2025-01-01 01:24:00,1.0204847
2025-01-01 01:25:00,1.0208986
2025-01-01 01:26:00,1.0213149
2025-01-01 01:27:00,1.0217334
2025-01-01 01:28:00,1.0221539
2025-01-01 01:29:00,1.0225767
2025-01-01 01:30:00,1.0230018
2025-01-01 01:31:00,1.0234288
2025-01-01 01:32:00,1.0238582
2025-01-01 01:33:00,1.0242896
2025-01-01 01:34:00,1.0247232
2025-01-01 01:35:00,1.0251589
2025-01-01 01:36:00,1.0255969
2025-01-01 01:37:00,1.0260369
2025-01-01 01:38:00,1.0264789
2025-01-01 01:39:00,1.0269231
2025-01-01 01:40:00,1.0273694
2025-01-01 01:41:00,1.0278177
2025-01-01 01:42:00,1.0282682
2025-01-01 01:43:00,1.0287206
2025-01-01 01:44:00,1.029175
2025-01-01 01:45:00,1.0296316
2025-01-01 01:46:00,1.0300902
2025-01-01 01:47:00,1.0305508
2025-01-01 01:48:00,1.0310133
2025-01-01 01:49:00,1.0314778
2025-01-01 01:50:00,1.0319443
2025-01-01 01:51:00,1.0324126
2025-01-01 01:52:00,1.0328829
2025-01-01 01:53:00,1.0333552
2025-01-01 01:54:00,1.0338292
2025-01-01 01:55:00,1.0343052
2025-01-01 01:56:00,1.034783
2025-01-01 01:57:00,1.0352626
2025-01-01 01:58:00,1.0357441
2025-01-01 01:59:00,1.0362273
2025-01-01 02:00:00,1.0367124
2025-01-01 02:01:00,1.0371991
2025-01-01 02:02:00,1.0376877
2025-01-01 02:03:00,1.038178
2025-01-01 02:04:00,1.0386697
2025-01-01 02:05:00,1.0391634
2025-01-01 02:06:00,1.0396587
2025-01-01 02:07:00,1.0401554
2025-01-01 02:08:00,1.040654
2025-01-01 02:09:00,1.0411539
2025-01-01 02:10:00,1.0416554
2025-01-01 02:11:00,1.0421586
2025-01-01 02:12:00,1.0426632
2025-01-01 02:13:00,1.0431694
2025-01-01 02:14:00,1.0436769
2025-01-01 02:15:00,1.0441859
2025-01-01 02:16:00,1.0446962
2025-01-01 02:17:00,1.0452079
2025-01-01 02:18:00,1.045721
2025-01-01 02:19:00,1.0462354
2025-01-01 02:20:00,1.0467511
2025-01-01 02:21:00,1.0472682
2025-01-01 02:22:00,1.0477864
2025-01-01 02:23:00,1.0483057
2025-01-01 02:24:00,1.0488263
2025-01-01 02:25:00,1.0493481
2025-01-01 02:26:00,1.049871
2025-01-01 02:27:00,1.0503949
2025-01-01 02:28:00,1.05092
2025-01-01 02:29:00,1.0514461
2025-01-01 02:30:00,1.051973
2025-01-01 02:31:00,1.0525011
2025-01-01 02:32:00,1.05303
2025-01-01 02:33:00,1.0535598
2025-01-01 02:34:00,1.0540906
2025-01-01 02:35:00,1.0546222
2025-01-01 02:36:00,1.0551544
2025-01-01 02:37:00,1.0556877
2025-01-01 02:38:00,1.0562216
2025-01-01 02:39:00,1.0567561
2025-01-01 02:40:00,1.0572914
2025-01-01 02:41:00,1.0578272
2025-01-01 02:42:00,1.0583638
2025-01-01 02:43:00,1.0589008
2025-01-01 02:44:00,1.0594385
2025-01-01 02:45:00,1.0599766
2025-01-01 02:46:00,1.060515
2025-01-01 02:47:00,1.0610541
2025-01-01 02:48:00,1.0615935
2025-01-01 02:49:00,1.0621332
2025-01-01 02:50:00,1.0626733
2025-01-01 02:51:00,1.0632137
2025-01-01 02:52:00,1.0637543
2025-01-01 02:53:00,1.0642949
2025-01-01 02:54:00,1.064836
2025-01-01 02:55:00,1.0653771
2025-01-01 02:56:00,1.0659182
2025-01-01 02:57:00,1.0664595
2025-01-01 02:58:00,1.0670009
2025-01-01 02:59:00,1.0675421
2025-01-01 03:00:00,1.0680833
2025-01-01 03:01:00,1.0686245
2025-01-01 03:02:00,1.0691655
2025-01-01 03:03:00,1.0697062
2025-01-01 03:04:00,1.0702469
2025-01-01 03:05:00,1.0707873
2025-01-01 03:06:00,1.0713273
2025-01-01 03:07:00,1.0718671
2025-01-01 03:08:00,1.0724065
2025-01-01 03:09:00,1.0729454
2025-01-01 03:10:00,1.073484
2025-01-01 03:11:00,1.074022
2025-01-01 03:12:00,1.0745596
2025-01-01 03:13:00,1.0750965
2025-01-01 03:14:00,1.0756329
2025-01-01 03:15:00,1.0761688
2025-01-01 03:16:00,1.0767037
2025-01-01 03:17:00,1.0772381
2025-01-01 03:18:00,1.0777717
2025-01-01 03:19:00,1.0783043
2025-01-01 03:20:00,1.0788363
2025-01-01 03:21:00,1.0793674
2025-01-01 03:22:00,1.0798974
2025-01-01 03:23:00,1.0804266
2025-01-01 03:24:00,1.0809548
2025-01-01 03:25:00,1.0814818
2025-01-01 03:26:00,1.0820079
2025-01-01 03:27:00,1.0825329
2025-01-01 03:28:00,1.0830566
2025-01-01 03:29:00,1.0835791
2025-01-01 03:30:00,1.0841004
2025-01-01 03:31:00,1.0846205
2025-01-01 03:32:00,1.085139
2025-01-01 03:33:00,1.0856564
2025-01-01 03:34:00,1.0861723
2025-01-01 03:35:00,1.0866867
2025-01-01 03:36:00,1.0871998
2025-01-01 03:37:00,1.0877113
2025-01-01 03:38:00,1.0882212
2025-01-01 03:39:00,1.0887295
2025-01-01 03:40:00,1.0892361
2025-01-01 03:41:00,1.0897412
2025-01-01 03:42:00,1.0902444
2025-01-01 03:43:00,1.0907459
2025-01-01 03:44:00,1.0912457
2025-01-01 03:45:00,1.0917435
2025-01-01 03:46:00,1.0922395
2025-01-01 03:47:00,1.0927335
2025-01-01 03:48:00,1.0932256
2025-01-01 03:49:00,1.0937157
2025-01-01 03:50:00,1.0942038
2025-01-01 03:51:00,1.0946898
2025-01-01 03:52:00,1.0951737
2025-01-01 03:53:00,1.0956556
2025-01-01 03:54:00,1.0961351
2025-01-01 03:55:00,1.0966125
2025-01-01 03:56:00,1.0970875
2025-01-01 03:57:00,1.0975604
2025-01-01 03:58:00,1.0980308
2025-01-01 03:59:00,1.098499
2025-01-01 04:00:00,1.0989647
2025-01-01 04:01:00,1.0994278
2025-01-01 04:02:00,1.0998886
2025-01-01 04:03:00,1.1003469
2025-01-01 04:04:00,1.1008025
2025-01-01 04:05:00,1.1012557
2025-01-01 04:06:00,1.1017063
2025-01-01 04:07:00,1.1021541
2025-01-01 04:08:00,1.1025991
2025-01-01 04:09:00,1.1030416
2025-01-01 04:10:00,1.1034813
2025-01-01 04:11:00,1.1039181
2025-01-01 04:12:00,1.1043522
2025-01-01 04:13:00,1.1047834
2025-01-01 04:14:00,1.1052116
2025-01-01 04:15:00,1.1056371
2025-01-01 04:16:00,1.1060596
2025-01-01 04:17:00,1.1064789
2025-01-01 04:18:00,1.1068952
2025-01-01 04:19:00,1.1073086
2025-01-01 04:20:00,1.107719
2025-01-01 04:21:00,1.108126
2025-01-01 04:22:00,1.10853
2025-01-01 04:23:00,1.1089308
2025-01-01 04:24:00,1.1093284
2025-01-01 04:25:00,1.1097227
2025-01-01 04:26:00,1.110114
2025-01-01 04:27:00,1.1105016
2025-01-01 04:28:00,1.1108862
2025-01-01 04:29:00,1.1112673
2025-01-01 04:30:00,1.1116451
2025-01-01 04:31:00,1.1120194
2025-01-01 04:32:00,1.1123903
2025-01-01 04:33:00,1.1127578
2025-01-01 04:34:00,1.1131217
2025-01-01 04:35:00,1.1134822
2025-01-01 04:36:00,1.1138391
2025-01-01 04:37:00,1.1141924
2025-01-01 04:38:00,1.1145421
2025-01-01 04:39:00,1.1148883
2025-01-01 04:40:00,1.1152308
2025-01-01 04:41:00,1.1155696
2025-01-01 04:42:00,1.1159048
2025-01-01 04:43:00,1.1162363
2025-01-01 04:44:00,1.1165639
2025-01-01 04:45:00,1.1168879
2025-01-01 04:46:00,1.1172081
2025-01-01 04:47:00,1.1175245
2025-01-01 04:48:00,1.1178371
2025-01-01 04:49:00,1.1181458
2025-01-01 04:50:00,1.1184506
2025-01-01 04:51:00,1.1187518
2025-01-01 04:52:00,1.1190488
2025-01-01 04:53:00,1.119342
2025-01-01 04:54:00,1.1196313
2025-01-01 04:55:00,1.1199167
2025-01-01 04:56:00,1.120198
2025-01-01 04:57:00,1.1204754
2025-01-01 04:58:00,1.1207488
2025-01-01 04:59:00,1.1210182
2025-01-01 05:00:00,1.1212834
2025-01-01 05:01:00,1.1215448
2025-01-01 05:02:00,1.1218021
2025-01-01 05:03:00,1.1220552
2025-01-01 05:04:00,1.1223043
2025-01-01 05:05:00,1.1225493
2025-01-01 05:06:00,1.1227901
2025-01-01 05:07:00,1.1230268
2025-01-01 05:08:00,1.1232595
2025-01-01 05:09:00,1.1234881
2025-01-01 05:10:00,1.1237123
2025-01-01 05:11:00,1.1239325
2025-01-01 05:12:00,1.1241485
2025-01-01 05:13:00,1.1243602
2025-01-01 05:14:00,1.1245679
2025-01-01 05:15:00,1.1247714
2025-01-01 05:16:00,1.1249704
2025-01-01 05:17:00,1.1251655
2025-01-01 05:18:00,1.1253562
2025-01-01 05:19:00,1.1255426
2025-01-01 05:20:00,1.125725
2025-01-01 05:21:00,1.1259031
2025-01-01 05:22:00,1.1260769
2025-01-01 05:23:00,1.1262465
2025-01-01 05:24:00,1.1264118
2025-01-01 05:25:00,1.126573
2025-01-01 05:26:00,1.1267296
2025-01-01 05:27:00,1.1268822
2025-01-01 05:28:00,1.1270306
2025-01-01 05:29:00,1.1271745
2025-01-01 05:30:00,1.1273143
2025-01-01 05:31:00,1.1274499
2025-01-01 05:32:00,1.1275811
2025-01-01 05:33:00,1.1277081
2025-01-01 05:34:00,1.1278307
2025-01-01 05:35:00,1.1279494
2025-01-01 05:36:00,1.1280634
2025-01-01 05:37:00,1.1281735
2025-01-01 05:38:00,1.1282792
2025-01-01 05:39:00,1.1283805
2025-01-01 05:40:00,1.1284778
2025-01-01 05:41:00,1.1285709
2025-01-01 05:42:00,1.1286596
2025-01-01 05:43:00,1.1287441
2025-01-01 05:44:00,1.1288245
2025-01-01 05:45:00,1.1289006
2025-01-01 05:46:00,1.1289725
2025-01-01 05:47:00,1.1290402
2025-01-01 05:48:00,1.1291038
2025-01-01 05:49:00,1.129163
2025-01-01 05:50:00,1.1292182
2025-01-01 05:51:00,1.1292694
2025-01-01 05:52:00,1.1293161
2025-01-01 05:53:00,1.1293589
2025-01-01 05:54:00,1.1293975
2025-01-01 05:55:00,1.129432
2025-01-01 05:56:00,1.1294624
2025-01-01 05:57:00,1.1294887
2025-01-01 05:58:00,1.129511
2025-01-01 05:59:00,1.1295291
2025-01-01 06:00:00,1.1295432
2025-01-01 06:01:00,1.1295533
2025-01-01 06:02:00,1.1295593
2025-01-01 06:03:00,1.1295614
2025-01-01 06:04:00,1.1295595
2025-01-01 06:05:00,1.1295536
2025-01-01 06:06:00,1.1295437
2025-01-01 06:07:00,1.12953
2025-01-01 06:08:00,1.1295122
2025-01-01 06:09:00,1.1294905
2025-01-01 06:10:00,1.1294651
2025-01-01 06:11:00,1.1294358
2025-01-01 06:12:00,1.1294025
2025-01-01 06:13:00,1.1293654
2025-01-01 06:14:00,1.1293247
2025-01-01 06:15:00,1.12928
2025-01-01 06:16:00,1.1292316
2025-01-01 06:17:00,1.1291795
2025-01-01 06:18:00,1.1291236
2025-01-01 06:19:00,1.1290641
2025-01-01 06:20:00,1.1290009
2025-01-01 06:21:00,1.128934
2025-01-01 06:22:00,1.1288635
2025-01-01 06:23:00,1.1287894
2025-01-01 06:24:00,1.1287117
2025-01-01 06:25:00,1.1286304
2025-01-01 06:26:00,1.1285456
2025-01-01 06:27:00,1.1284574
2025-01-01 06:28:00,1.1283656
2025-01-01 06:29:00,1.1282705
2025-01-01 06:30:00,1.1281719
2025-01-01 06:31:00,1.1280698
2025-01-01 06:32:00,1.1279644
2025-01-01 06:33:00,1.1278558
2025-01-01 06:34:00,1.1277436
2025-01-01 06:35:00,1.1276283
2025-01-01 06:36:00,1.1275097
2025-01-01 06:37:00,1.1273879
2025-01-01 06:38:00,1.1272628
2025-01-01 06:39:00,1.1271347
2025-01-01 06:40:00,1.1270033
2025-01-01 06:41:00,1.1268688
2025-01-01 06:42:00,1.1267313
2025-01-01 06:43:00,1.1265907
2025-01-01 06:44:00,1.1264471
2025-01-01 06:45:00,1.1263006
2025-01-01 06:46:00,1.1261511
2025-01-01 06:47:00,1.1259986
2025-01-01 06:48:00,1.1258432
2025-01-01 06:49:00,1.125685
2025-01-01 06:50:00,1.125524
2025-01-01 06:51:00,1.1253601
2025-01-01 06:52:00,1.1251935
2025-01-01 06:53:00,1.1250243
2025-01-01 06:54:00,1.1248522
2025-01-01 06:55:00,1.1246775
2025-01-01 06:56:00,1.1245003
2025-01-01 06:57:00,1.1243204
2025-01-01 06:58:00,1.1241379
2025-01-01 06:59:00,1.123953
2025-01-01 07:00:00,1.1237656
2025-01-01 07:01:00,1.1235757
2025-01-01 07:02:00,1.1233834
2025-01-01 07:03:00,1.1231887
2025-01-01 07:04:00,1.1229917
2025-01-01 07:05:00,1.1227924
2025-01-01 07:06:00,1.1225909
2025-01-01 07:07:00,1.1223869
2025-01-01 07:08:00,1.1221809
2025-01-01 07:09:00,1.1219728
2025-01-01 07:10:00,1.1217624
2025-01-01 07:11:00,1.1215501
2025-01-01 07:12:00,1.1213357
2025-01-01 07:13:00,1.1211193
2025-01-01 07:14:00,1.1209008
2025-01-01 07:15:00,1.1206805
2025-01-01 07:16:00,1.1204582
2025-01-01 07:17:00,1.120234
2025-01-01 07:18:00,1.1200081
2025-01-01 07:19:00,1.1197804
2025-01-01 07:20:00,1.119551
2025-01-01 07:21:00,1.1193198
2025-01-01 07:22:00,1.119087
2025-01-01 07:23:00,1.1188524
2025-01-01 07:24:00,1.1186163
2025-01-01 07:25:00,1.1183788
2025-01-01 07:26:00,1.1181396
2025-01-01 07:27:00,1.117899
2025-01-01 07:28:00,1.117657
2025-01-01 07:29:00,1.1174135
2025-01-01 07:30:00,1.1171685
2025-01-01 07:31:00,1.1169224
2025-01-01 07:32:00,1.116675
2025-01-01 07:33:00,1.1164262
2025-01-01 07:34:00,1.1161764
2025-01-01 07:35:00,1.1159253
2025-01-01 07:36:00,1.1156732
2025-01-01 07:37:00,1.1154197
2025-01-01 07:38:00,1.1151655
2025-01-01 07:39:00,1.1149101
2025-01-01 07:40:00,1.1146536
2025-01-01 07:41:00,1.1143963
2025-01-01 07:42:00,1.1141382
2025-01-01 07:43:00,1.1138791
2025-01-01 07:44:00,1.1136192
2025-01-01 07:45:00,1.1133586
2025-01-01 07:46:00,1.1130971
2025-01-01 07:47:00,1.1128349
2025-01-01 07:48:00,1.1125722
2025-01-01 07:49:00,1.1123087
2025-01-01 07:50:00,1.1120447
2025-01-01 07:51:00,1.1117802
2025-01-01 07:52:00,1.111515
2025-01-01 07:53:00,1.1112493
2025-01-01 07:54:00,1.1109834
2025-01-01 07:55:00,1.1107169
2025-01-01 07:56:00,1.11045
2025-01-01 07:57:00,1.1101829
2025-01-01 07:58:00,1.1099155
2025-01-01 07:59:00,1.1096476
2025-01-01 08:00:00,1.1093796
2025-01-01 08:01:00,1.1091115
2025-01-01 08:02:00,1.1088433
2025-01-01 08:03:00,1.1085747
2025-01-01 08:04:00,1.1083063
2025-01-01 08:05:00,1.1080378
2025-01-01 08:06:00,1.1077691
2025-01-01 08:07:00,1.1075007
2025-01-01 08:08:00,1.1072322
2025-01-01 08:09:00,1.1069638
2025-01-01 08:10:00,1.1066955
2025-01-01 08:11:00,1.1064274
2025-01-01 08:12:00,1.1061594
2025-01-01 08:13:00,1.1058917
2025-01-01 08:14:00,1.1056244
2025-01-01 08:15:00,1.1053573
2025-01-01 08:16:00,1.1050904
2025-01-01 08:17:00,1.1048241
2025-01-01 08:18:00,1.104558
2025-01-01 08:19:00,1.1042924
2025-01-01 08:20:00,1.1040273
2025-01-01 08:21:00,1.1037626
2025-01-01 08:22:00,1.1034983
2025-01-01 08:23:00,1.1032349
2025-01-01 08:24:00,1.1029719
2025-01-01 08:25:00,1.1027094
2025-01-01 08:26:00,1.1024477
2025-01-01 08:27:00,1.1021867
2025-01-01 08:28:00,1.1019263
2025-01-01 08:29:00,1.1016667
2025-01-01 08:30:00,1.1014079
2025-01-01 08:31:00,1.1011498
2025-01-01 08:32:00,1.1008925
2025-01-01 08:33:00,1.1006362
2025-01-01 08:34:00,1.1003807
2025-01-01 08:35:00,1.100126
2025-01-01 08:36:00,1.0998724
2025-01-01 08:37:00,1.0996197
2025-01-01 08:38:00,1.099368
2025-01-01 08:39:00,1.0991173
2025-01-01 08:40:00,1.0988677
2025-01-01 08:41:00,1.098619
2025-01-01 08:42:00,1.0983714
2025-01-01 08:43:00,1.0981251
2025-01-01 08:44:00,1.0978799
2025-01-01 08:45:00,1.0976356
2025-01-01 08:46:00,1.0973928
2025-01-01 08:47:00,1.097151
2025-01-01 08:48:00,1.0969105
2025-01-01 08:49:00,1.0966713
2025-01-01 08:50:00,1.0964334
2025-01-01 08:51:00,1.0961968
2025-01-01 08:52:00,1.0959613
2025-01-01 08:53:00,1.0957274
2025-01-01 08:54:00,1.0954949
2025-01-01 08:55:00,1.0952635
2025-01-01 08:56:00,1.0950336
2025-01-01 08:57:00,1.0948052
2025-01-01 08:58:00,1.0945781
2025-01-01 08:59:00,1.0943527
2025-01-01 09:00:00,1.0941287
2025-01-01 09:01:00,1.093906
2025-01-01 09:02:00,1.093685
2025-01-01 09:03:00,1.0934654
2025-01-01 09:04:00,1.0932475
2025-01-01 09:05:00,1.093031
2025-01-01 09:06:00,1.0928162
2025-01-01 09:07:00,1.092603
2025-01-01 09:08:00,1.0923913
2025-01-01 09:09:00,1.0921812
2025-01-01 09:10:00,1.0919728
2025-01-01 09:11:00,1.091766
2025-01-01 09:12:00,1.0915608
2025-01-01 09:13:00,1.0913575
2025-01-01 09:14:00,1.0911556
2025-01-01 09:15:00,1.0909555
2025-01-01 09:16:00,1.0907573
2025-01-01 09:17:00,1.0905606
2025-01-01 09:18:00,1.0903656
2025-01-01 09:19:00,1.0901724
2025-01-01 09:20:00,1.0899811
2025-01-01 09:21:00,1.0897913
2025-01-01 09:22:00,1.0896033
2025-01-01 09:23:00,1.0894172
2025-01-01 09:24:00,1.0892328
2025-01-01 09:25:00,1.0890502
2025-01-01 09:26:00,1.0888695
2025-01-01 09:27:00,1.0886903
2025-01-01 09:28:00,1.0885131
2025-01-01 09:29:00,1.0883378
2025-01-01 09:30:00,1.0881642
2025-01-01 09:31:00,1.0879924
2025-01-01 09:32:00,1.0878224
2025-01-01 09:33:00,1.0876544
2025-01-01 09:34:00,1.0874879
2025-01-01 09:35:00,1.0873235
2025-01-01 09:36:00,1.087161
2025-01-01 09:37:00,1.087
2025-01-01 09:38:00,1.0868411
2025-01-01 09:39:00,1.086684
2025-01-01 09:40:00,1.0865287
2025-01-01 09:41:00,1.0863751
2025-01-01 09:42:00,1.0862236
2025-01-01 09:43:00,1.0860738
2025-01-01 09:44:00,1.0859257
2025-01-01 09:45:00,1.0857797
2025-01-01 09:46:00,1.0856353
2025-01-01 09:47:00,1.0854927
2025-01-01 09:48:00,1.0853522
2025-01-01 09:49:00,1.0852133
2025-01-01 09:50:00,1.0850762
2025-01-01 09:51:00,1.084941
2025-01-01 09:52:00,1.0848076
2025-01-01 09:53:00,1.0846759
2025-01-01 09:54:00,1.0845461
2025-01-01 09:55:00,1.084418
2025-01-01 09:56:00,1.0842918
2025-01-01 09:57:00,1.0841672
2025-01-01 09:58:00,1.0840445
2025-01-01 09:59:00,1.0839236
2025-01-01 10:00:00,1.0838042
2025-01-01 10:01:00,1.0836868
2025-01-01 10:02:00,1.0835711
2025-01-01 10:03:00,1.0834569
2025-01-01 10:04:00,1.0833446
2025-01-01 10:05:00,1.083234
2025-01-01 10:06:00,1.083125
2025-01-01 10:07:00,1.0830176
2025-01-01 10:08:00,1.0829121
2025-01-01 10:09:00,1.0828081
2025-01-01 10:10:00,1.0827057
2025-01-01 10:11:00,1.082605
2025-01-01 10:12:00,1.082506
2025-01-01 10:13:00,1.0824084
2025-01-01 10:14:00,1.0823125
2025-01-01 10:15:00,1.0822182
2025-01-01 10:16:00,1.0821253
2025-01-01 10:17:00,1.0820341
2025-01-01 10:18:00,1.0819445
2025-01-01 10:19:00,1.0818563
2025-01-01 10:20:00,1.0817695
2025-01-01 10:21:00,1.0816842
2025-01-01 10:22:00,1.0816004
2025-01-01 10:23:00,1.081518
2025-01-01 10:24:00,1.0814371
2025-01-01 10:25:00,1.0813576
2025-01-01 10:26:00,1.0812794
2025-01-01 10:27:00,1.0812027
2025-01-01 10:28:00,1.0811273
2025-01-01 10:29:00,1.0810531
2025-01-01 10:30:00,1.0809804
2025-01-01 10:31:00,1.0809089
2025-01-01 10:32:00,1.0808388
2025-01-01 10:33:00,1.0807697
2025-01-01 10:34:00,1.080702
2025-01-01 10:35:00,1.0806355
2025-01-01 10:36:00,1.0805701
2025-01-01 10:37:00,1.080506
2025-01-01 10:38:00,1.0804429
2025-01-01 10:39:00,1.0803809
2025-01-01 10:40:00,1.0803201
2025-01-01 10:41:00,1.0802604
2025-01-01 10:42:00,1.0802016
2025-01-01 10:43:00,1.0801439
2025-01-01 10:44:00,1.0800873
2025-01-01 10:45:00,1.0800316
2025-01-01 10:46:00,1.0799768
2025-01-01 10:47:00,1.079923
2025-01-01 10:48:00,1.0798701
2025-01-01 10:49:00,1.079818
2025-01-01 10:50:00,1.0797669
2025-01-01 10:51:00,1.0797166
2025-01-01 10:52:00,1.079667
2025-01-01 10:53:00,1.0796182
2025-01-01 10:54:00,1.0795703
2025-01-01 10:55:00,1.079523
2025-01-01 10:56:00,1.0794764
2025-01-01 10:57:00,1.0794305
2025-01-01 10:58:00,1.0793853
2025-01-01 10:59:00,1.0793405
2025-01-01 11:00:00,1.0792965
2025-01-01 11:01:00,1.0792531
2025-01-01 11:02:00,1.07921
2025-01-01 11:03:00,1.0791676
2025-01-01 11:04:00,1.0791256
2025-01-01 11:05:00,1.0790842
2025-01-01 11:06:00,1.079043
2025-01-01 11:07:00,1.0790024
2025-01-01 11:08:00,1.0789621
2025-01-01 11:09:00,1.0789222
2025-01-01 11:10:00,1.0788825
2025-01-01 11:11:00,1.0788432
2025-01-01 11:12:00,1.078804
2025-01-01 11:13:00,1.0787652
2025-01-01 11:14:00,1.0787265
2025-01-01 11:15:00,1.0786879
2025-01-01 11:16:00,1.0786496
2025-01-01 11:17:00,1.0786114
2025-01-01 11:18:00,1.0785731
2025-01-01 11:19:00,1.0785351
2025-01-01 11:20:00,1.078497
2025-01-01 11:21:00,1.0784589
2025-01-01 11:22:00,1.0784208
2025-01-01 11:23:00,1.0783826
2025-01-01 11:24:00,1.0783443
2025-01-01 11:25:00,1.0783058
2025-01-01 11:26:00,1.0782673
2025-01-01 11:27:00,1.0782287
2025-01-01 11:28:00,1.0781896
2025-01-01 11:29:00,1.0781505
2025-01-01 11:30:00,1.078111
2025-01-01 11:31:00,1.0780712
2025-01-01 11:32:00,1.0780312
2025-01-01 11:33:00,1.0779908
2025-01-01 11:34:00,1.07795
2025-01-01 11:35:00,1.0779086
2025-01-01 11:36:00,1.077867
2025-01-01 11:37:00,1.0778248
2025-01-01 11:38:00,1.0777822
2025-01-01 11:39:00,1.077739
2025-01-01 11:40:00,1.0776953
2025-01-01 11:41:00,1.0776508
2025-01-01 11:42:00,1.0776058
2025-01-01 11:43:00,1.0775603
2025-01-01 11:44:00,1.0775139
2025-01-01 11:45:00,1.077467
2025-01-01 11:46:00,1.0774193
2025-01-01 11:47:00,1.0773709
2025-01-01 11:48:00,1.0773214
2025-01-01 11:49:00,1.0772713
2025-01-01 11:50:00,1.0772204
2025-01-01 11:51:00,1.0771686
2025-01-01 11:52:00,1.0771159
2025-01-01 11:53:00,1.0770622
2025-01-01 11:54:00,1.0770075
2025-01-01 11:55:00,1.076952
2025-01-01 11:56:00,1.0768955
2025-01-01 11:57:00,1.0768377
2025-01-01 11:58:00,1.076779
2025-01-01 11:59:00,1.0767193
2025-01-01 12:00:00,1.0766584
2025-01-01 12:01:00,1.0765963
2025-01-01 12:02:00,1.0765331
2025-01-01 12:03:00,1.0764687
2025-01-01 12:04:00,1.0764029
2025-01-01 12:05:00,1.076336
2025-01-01 12:06:00,1.076268
2025-01-01 12:07:00,1.0761983
2025-01-01 12:08:00,1.0761276
2025-01-01 12:09:00,1.0760555
2025-01-01 12:10:00,1.0759821
2025-01-01 12:11:00,1.0759071
2025-01-01 12:12:00,1.0758308
2025-01-01 12:13:00,1.0757531
2025-01-01 12:14:00,1.0756738
2025-01-01 12:15:00,1.0755931
2025-01-01 12:16:00,1.075511
2025-01-01 12:17:00,1.075427
2025-01-01 12:18:00,1.0753418
2025-01-01 12:19:00,1.075255
2025-01-01 12:20:00,1.0751665
