TIME,C_001_v000,C_001_v001,C_001_v002
2025-01-01 02:55:00,1.0653771,1.3388157,1.5400192
2025-01-01 02:56:00,1.0659182,1.3390375,1.5399827
2025-01-01 02:57:00,1.0664595,1.339259,1.539947
2025-01-01 02:58:00,1.0670009,1.33948,1.5399119
2025-01-01 02:59:00,1.0675421,1.3397006,1.539877
2025-01-01 03:00:00,1.0680833,1.3399208,1.5398428
2025-01-01 03:01:00,1.0686245,1.3401405,1.5398091
2025-01-01 03:02:00,1.0691655,1.3403596,1.5397757
2025-01-01 03:03:00,1.0697062,1.340578,1.5397426
2025-01-01 03:04:00,1.0702469,1.3407959,1.53971
2025-01-01 03:05:00,1.0707873,1.3410132,1.5396779
2025-01-01 03:06:00,1.0713273,1.3412297,1.5396458
2025-01-01 03:07:00,1.0718671,1.3414456,1.5396141
2025-01-01 03:08:00,1.0724065,1.3416607,1.5395827
2025-01-01 03:09:00,1.0729454,1.3418751,1.5395514
2025-01-01 03:10:00,1.073484,1.3420886,1.5395204
2025-01-01 03:11:00,1.074022,1.3423014,1.5394895
2025-01-01 03:12:00,1.0745596,1.3425132,1.5394588
2025-01-01 03:13:00,1.0750965,1.3427241,1.5394281
2025-01-01 03:14:00,1.0756329,1.3429341,1.5393977
2025-01-01 03:15:00,1.0761688,1.3431432,1.5393672
2025-01-01 03:16:00,1.0767037,1.3433512,1.5393367
2025-01-01 03:17:00,1.0772381,1.3435582,1.5393063
2025-01-01 03:18:00,1.0777717,1.3437642,1.5392758
2025-01-01 03:19:00,1.0783043,1.3439689,1.5392451
2025-01-01 03:20:00,1.0788363,1.3441726,1.5392145
2025-01-01 03:21:00,1.0793674,1.3443751,1.5391836
2025-01-01 03:22:00,1.0798974,1.3445764,1.5391526
2025-01-01 03:23:00,1.0804266,1.3447764,1.5391215
2025-01-01 03:24:00,1.0809548,1.3449752,1.5390903
2025-01-01 03:25:00,1.0814818,1.3451726,1.5390586
2025-01-01 03:26:00,1.0820079,1.3453687,1.5390267
2025-01-01 03:27:00,1.0825329,1.3455635,1.5389946
2025-01-01 03:28:00,1.0830566,1.3457569,1.5389621
2025-01-01 03:29:00,1.0835791,1.3459487,1.5389291
2025-01-01 03:30:00,1.0841004,1.3461391,1.538896
2025-01-01 03:31:00,1.0846205,1.346328,1.5388622
2025-01-01 03:32:00,1.085139,1.3465153,1.538828
2025-01-01 03:33:00,1.0856564,1.3467011,1.5387936
2025-01-01 03:34:00,1.0861723,1.3468853,1.5387584
2025-01-01 03:35:00,1.0866867,1.3470677,1.5387226
2025-01-01 03:36:00,1.0871998,1.3472486,1.5386865
2025-01-01 03:37:00,1.0877113,1.3474276,1.5386497
2025-01-01 03:38:00,1.0882212,1.3476049,1.5386121
2025-01-01 03:39:00,1.0887295,1.3477805,1.5385741
2025-01-01 03:40:00,1.0892361,1.3479543,1.5385354
2025-01-01 03:41:00,1.0897412,1.3481263,1.5384959
2025-01-01 03:42:00,1.0902444,1.3482962,1.5384556
2025-01-01 03:43:00,1.0907459,1.3484644,1.5384146
2025-01-01 03:44:00,1.0912457,1.3486305,1.5383728
2025-01-01 03:45:00,1.0917435,1.3487946,1.5383301
2025-01-01 03:46:00,1.0922395,1.3489568,1.5382866
2025-01-01 03:47:00,1.0927335,1.349117,1.5382422
2025-01-01 03:48:00,1.0932256,1.349275,1.5381969
2025-01-01 03:49:00,1.0937157,1.3494309,1.5381507
2025-01-01 03:50:00,1.0942038,1.3495848,1.5381035
2025-01-01 03:51:00,1.0946898,1.3497363,1.5380552
2025-01-01 03:52:00,1.0951737,1.3498858,1.538006
2025-01-01 03:53:00,1.0956556,1.3500329,1.5379556
2025-01-01 03:54:00,1.0961351,1.3501779,1.5379044
2025-01-01 03:55:00,1.0966125,1.3503205,1.5378518
2025-01-01 03:56:00,1.0970875,1.3504608,1.5377982
2025-01-01 03:57:00,1.0975604,1.3505988,1.5377434
2025-01-01 03:58:00,1.0980308,1.3507342,1.5376873
2025-01-01 03:59:00,1.098499,1.3508674,1.5376302
2025-01-01 04:00:00,1.0989647,1.350998,1.5375718
2025-01-01 04:01:00,1.0994278,1.3511262,1.537512
2025-01-01 04:02:00,1.0998886,1.3512518,1.537451
2025-01-01 04:03:00,1.1003469,1.351375,1.5373887
2025-01-01 04:04:00,1.1008025,1.3514955,1.5373249
2025-01-01 04:05:00,1.1012557,1.3516135,1.5372599
2025-01-01 04:06:00,1.1017063,1.3517289,1.5371935
2025-01-01 04:07:00,1.1021541,1.3518416,1.5371257
2025-01-01 04:08:00,1.1025991,1.3519515,1.5370562
2025-01-01 04:09:00,1.1030416,1.3520588,1.5369855
2025-01-01 04:10:00,1.1034813,1.3521634,1.5369132
2025-01-01 04:11:00,1.1039181,1.3522651,1.5368392
2025-01-01 04:12:00,1.1043522,1.3523641,1.5367639
2025-01-01 04:13:00,1.1047834,1.3524603,1.536687
2025-01-01 04:14:00,1.1052116,1.3525535,1.5366085
2025-01-01 04:15:00,1.1056371,1.352644,1.5365283
2025-01-01 04:16:00,1.1060596,1.3527315,1.5364466
2025-01-01 04:17:00,1.1064789,1.3528161,1.5363631
2025-01-01 04:18:00,1.1068952,1.3528978,1.5362779
2025-01-01 04:19:00,1.1073086,1.3529764,1.5361911
2025-01-01 04:20:00,1.107719,1.3530521,1.5361025
2025-01-01 04:21:00,1.108126,1.3531247,1.5360122
2025-01-01 04:22:00,1.10853,1.3531944,1.5359201
2025-01-01 04:23:00,1.1089308,1.3532609,1.5358263
2025-01-01 04:24:00,1.1093284,1.3533242,1.5357305
2025-01-01 04:25:00,1.1097227,1.3533845,1.535633
2025-01-01 04:26:00,1.110114,1.3534417,1.5355337
2025-01-01 04:27:00,1.1105016,1.3534956,1.5354323
2025-01-01 04:28:00,1.1108862,1.3535464,1.5353292
2025-01-01 04:29:00,1.1112673,1.353594,1.5352242
2025-01-01 04:30:00,1.1116451,1.3536384,1.5351173
2025-01-01 04:31:00,1.1120194,1.3536794,1.5350083
2025-01-01 04:32:00,1.1123903,1.3537172,1.5348974
2025-01-01 04:33:00,1.1127578,1.3537518,1.5347846
2025-01-01 04:34:00,1.1131217,1.3537829,1.5346696
2025-01-01 04:35:00,1.1134822,1.3538108,1.5345528
2025-01-01 04:36:00,1.1138391,1.3538353,1.5344338
2025-01-01 04:37:00,1.1141924,1.3538563,1.5343128
2025-01-01 04:38:00,1.1145421,1.3538742,1.5341898
2025-01-01 04:39:00,1.1148883,1.3538885,1.5340648
2025-01-01 04:40:00,1.1152308,1.3538994,1.5339375
2025-01-01 04:41:00,1.1155696,1.3539069,1.5338082
2025-01-01 04:42:00,1.1159048,1.3539108,1.5336767
2025-01-01 04:43:00,1.1162363,1.3539114,1.5335432
2025-01-01 04:44:00,1.1165639,1.3539083,1.5334074
2025-01-01 04:45:00,1.1168879,1.3539019,1.5332695
2025-01-01 04:46:00,1.1172081,1.3538918,1.5331295
2025-01-01 04:47:00,1.1175245,1.3538783,1.5329871
2025-01-01 04:48:00,1.1178371,1.3538612,1.5328428
2025-01-01 04:49:00,1.1181458,1.3538406,1.5326961
2025-01-01 04:50:00,1.1184506,1.3538162,1.5325471
2025-01-01 04:51:00,1.1187518,1.3537884,1.532396
2025-01-01 04:52:00,1.1190488,1.3537569,1.5322427
2025-01-01 04:53:00,1.119342,1.3537217,1.532087
2025-01-01 04:54:00,1.1196313,1.3536831,1.531929
2025-01-01 04:55:00,1.1199167,1.3536408,1.5317689
2025-01-01 04:56:00,1.120198,1.3535948,1.5316066
2025-01-01 04:57:00,1.1204754,1.3535451,1.5314417
2025-01-01 04:58:00,1.1207488,1.3534917,1.5312747
2025-01-01 04:59:00,1.1210182,1.3534347,1.5311054
2025-01-01 05:00:00,1.1212834,1.3533739,1.5309336
2025-01-01 05:01:00,1.1215448,1.3533095,1.5307597
2025-01-01 05:02:00,1.1218021,1.3532414,1.5305834
2025-01-01 05:03:00,1.1220552,1.3531694,1.5304047
2025-01-01 05:04:00,1.1223043,1.3530939,1.5302237
2025-01-01 05:05:00,1.1225493,1.3530146,1.5300405
2025-01-01 05:06:00,1.1227901,1.3529315,1.5298548
2025-01-01 05:07:00,1.1230268,1.3528447,1.5296668
2025-01-01 05:08:00,1.1232595,1.3527542,1.5294765
2025-01-01 05:09:00,1.1234881,1.35266,1.5292838
2025-01-01 05:10:00,1.1237123,1.3525618,1.5290887
2025-01-01 05:11:00,1.1239325,1.35246,1.5288913
2025-01-01 05:12:00,1.1241485,1.3523545,1.5286915
2025-01-01 05:13:00,1.1243602,1.3522451,1.5284894
2025-01-01 05:14:00,1.1245679,1.352132,1.5282849
2025-01-01 05:15:00,1.1247714,1.3520151,1.5280781
2025-01-01 05:16:00,1.1249704,1.3518944,1.5278687
2025-01-01 05:17:00,1.1251655,1.35177,1.5276572
2025-01-01 05:18:00,1.1253562,1.3516418,1.5274433
2025-01-01 05:19:00,1.1255426,1.3515097,1.5272268
2025-01-01 05:20:00,1.125725,1.351374,1.5270082
2025-01-01 05:21:00,1.1259031,1.3512346,1.5267873
2025-01-01 05:22:00,1.1260769,1.3510913,1.5265639
2025-01-01 05:23:00,1.1262465,1.350944,1.5263381
2025-01-01 05:24:00,1.1264118,1.3507932,1.52611
2025-01-01 05:25:00,1.126573,1.3506387,1.5258797
2025-01-01 05:26:00,1.1267296,1.3504802,1.5256469
2025-01-01 05:27:00,1.1268822,1.3503182,1.5254118
2025-01-01 05:28:00,1.1270306,1.3501523,1.5251745
2025-01-01 05:29:00,1.1271745,1.3499826,1.5249348
2025-01-01 05:30:00,1.1273143,1.3498093,1.5246928
2025-01-01 05:31:00,1.1274499,1.3496321,1.5244485
2025-01-01 05:32:00,1.1275811,1.3494514,1.5242019
2025-01-01 05:33:00,1.1277081,1.3492668,1.523953
2025-01-01 05:34:00,1.1278307,1.3490784,1.5237018
2025-01-01 05:35:00,1.1279494,1.3488865,1.5234483
2025-01-01 05:36:00,1.1280634,1.3486907,1.5231926
2025-01-01 05:37:00,1.1281735,1.3484914,1.5229347
2025-01-01 05:38:00,1.1282792,1.3482884,1.5226746
2025-01-01 05:39:00,1.1283805,1.3480816,1.5224121
2025-01-01 05:40:00,1.1284778,1.3478712,1.5221474
2025-01-01 05:41:00,1.1285709,1.3476572,1.5218806
2025-01-01 05:42:00,1.1286596,1.3474394,1.5216115
2025-01-01 05:43:00,1.1287441,1.3472182,1.5213404
2025-01-01 05:44:00,1.1288245,1.3469933,1.521067
2025-01-01 05:45:00,1.1289006,1.3467648,1.5207914
2025-01-01 05:46:00,1.1289725,1.3465326,1.5205138
2025-01-01 05:47:00,1.1290402,1.3462969,1.520234
2025-01-01 05:48:00,1.1291038,1.3460577,1.519952
2025-01-01 05:49:00,1.129163,1.3458148,1.519668
2025-01-01 05:50:00,1.1292182,1.3455685,1.519382
2025-01-01 05:51:00,1.1292694,1.3453187,1.5190939
2025-01-01 05:52:00,1.1293161,1.3450652,1.5188036
2025-01-01 05:53:00,1.1293589,1.3448085,1.5185114
2025-01-01 05:54:00,1.1293975,1.3445482,1.5182172
2025-01-01 05:55:00,1.129432,1.3442843,1.5179209
2025-01-01 05:56:00,1.1294624,1.3440173,1.5176227
2025-01-01 05:57:00,1.1294887,1.3437467,1.5173227
2025-01-01 05:58:00,1.129511,1.3434727,1.5170206
2025-01-01 05:59:00,1.1295291,1.3431952,1.5167165
2025-01-01 06:00:00,1.1295432,1.3429146,1.5164107
2025-01-01 06:01:00,1.1295533,1.3426305,1.5161029
2025-01-01 06:02:00,1.1295593,1.3423431,1.5157932
2025-01-01 06:03:00,1.1295614,1.3420525,1.5154818
2025-01-01 06:04:00,1.1295595,1.3417586,1.5151685
2025-01-01 06:05:00,1.1295536,1.3414613,1.5148535
2025-01-01 06:06:00,1.1295437,1.3411609,1.5145366
2025-01-01 06:07:00,1.12953,1.3408573,1.5142182
2025-01-01 06:08:00,1.1295122,1.3405504,1.5138978
2025-01-01 06:09:00,1.1294905,1.3402405,1.5135759
2025-01-01 06:10:00,1.1294651,1.3399274,1.5132523
2025-01-01 06:11:00,1.1294358,1.3396113,1.512927
2025-01-01 06:12:00,1.1294025,1.3392919,1.5126001
2025-01-01 06:13:00,1.1293654,1.3389696,1.5122715
2025-01-01 06:14:00,1.1293247,1.3386443,1.5119416
2025-01-01 06:15:00,1.12928,1.3383158,1.5116098
2025-01-01 06:16:00,1.1292316,1.3379844,1.5112767
2025-01-01 06:17:00,1.1291795,1.3376502,1.5109421
2025-01-01 06:18:00,1.1291236,1.3373128,1.5106059
2025-01-01 06:19:00,1.1290641,1.3369727,1.5102684
2025-01-01 06:20:00,1.1290009,1.3366297,1.5099297
2025-01-01 06:21:00,1.128934,1.3362839,1.5095893
2025-01-01 06:22:00,1.1288635,1.3359351,1.5092477
2025-01-01 06:23:00,1.1287894,1.3355837,1.5089047
2025-01-01 06:24:00,1.1287117,1.3352295,1.5085604
2025-01-01 06:25:00,1.1286304,1.3348725,1.5082148
2025-01-01 06:26:00,1.1285456,1.334513,1.5078682
2025-01-01 06:27:00,1.1284574,1.3341507,1.5075202
2025-01-01 06:28:00,1.1283656,1.3337857,1.507171
2025-01-01 06:29:00,1.1282705,1.3334181,1.5068208
2025-01-01 06:30:00,1.1281719,1.3330481,1.5064695
2025-01-01 06:31:00,1.1280698,1.3326753,1.506117
2025-01-01 06:32:00,1.1279644,1.3323003,1.5057635
2025-01-01 06:33:00,1.1278558,1.3319228,1.505409
2025-01-01 06:34:00,1.1277436,1.3315426,1.5050535
2025-01-01 06:35:00,1.1276283,1.3311602,1.5046971
2025-01-01 06:36:00,1.1275097,1.3307754,1.5043398
2025-01-01 06:37:00,1.1273879,1.3303883,1.5039816
2025-01-01 06:38:00,1.1272628,1.3299987,1.5036225
2025-01-01 06:39:00,1.1271347,1.329607,1.5032626
2025-01-01 06:40:00,1.1270033,1.329213,1.502902
2025-01-01 06:41:00,1.1268688,1.3288168,1.5025406
2025-01-01 06:42:00,1.1267313,1.3284185,1.5021785
2025-01-01 06:43:00,1.1265907,1.3280181,1.5018158
2025-01-01 06:44:00,1.1264471,1.3276155,1.5014523
2025-01-01 06:45:00,1.1263006,1.3272109,1.5010884
2025-01-01 06:46:00,1.1261511,1.3268043,1.5007238
2025-01-01 06:47:00,1.1259986,1.3263958,1.5003588
2025-01-01 06:48:00,1.1258432,1.3259852,1.4999932
2025-01-01 06:49:00,1.125685,1.3255727,1.4996272
2025-01-01 06:50:00,1.125524,1.3251585,1.4992608
2025-01-01 06:51:00,1.1253601,1.3247422,1.4988939
2025-01-01 06:52:00,1.1251935,1.3243244,1.4985267
2025-01-01 06:53:00,1.1250243,1.3239046,1.4981593
2025-01-01 06:54:00,1.1248522,1.3234832,1.4977914
2025-01-01 06:55:00,1.1246775,1.3230602,1.4974235
2025-01-01 06:56:00,1.1245003,1.3226354,1.4970554
2025-01-01 06:57:00,1.1243204,1.322209,1.4966869
2025-01-01 06:58:00,1.1241379,1.3217812,1.4963186
2025-01-01 06:59:00,1.123953,1.3213518,1.49595
2025-01-01 07:00:00,1.1237656,1.320921,1.4955815
2025-01-01 07:01:00,1.1235757,1.3204886,1.4952128
2025-01-01 07:02:00,1.1233834,1.3200549,1.4948443
2025-01-01 07:03:00,1.1231887,1.3196199,1.494476
2025-01-01 07:04:00,1.1229917,1.3191833,1.4941075
2025-01-01 07:05:00,1.1227924,1.3187457,1.4937394
2025-01-01 07:06:00,1.1225909,1.3183068,1.4933714
2025-01-01 07:07:00,1.1223869,1.3178667,1.4930035
2025-01-01 07:08:00,1.1221809,1.3174254,1.4926361
2025-01-01 07:09:00,1.1219728,1.3169831,1.4922689
2025-01-01 07:10:00,1.1217624,1.3165395,1.4919021
2025-01-01 07:11:00,1.1215501,1.3160951,1.4915357
2025-01-01 07:12:00,1.1213357,1.3156496,1.4911697
2025-01-01 07:13:00,1.1211193,1.3152033,1.4908042
2025-01-01 07:14:00,1.1209008,1.3147558,1.4904392
2025-01-01 07:15:00,1.1206805,1.3143077,1.4900748
2025-01-01 07:16:00,1.1204582,1.3138587,1.4897109
2025-01-01 07:17:00,1.120234,1.3134089,1.4893476
2025-01-01 07:18:00,1.1200081,1.3129584,1.4889851
2025-01-01 07:19:00,1.1197804,1.3125072,1.4886233
2025-01-01 07:20:00,1.119551,1.3120551,1.4882622
2025-01-01 07:21:00,1.1193198,1.3116027,1.4879019
2025-01-01 07:22:00,1.119087,1.3111497,1.4875425
2025-01-01 07:23:00,1.1188524,1.310696,1.4871839
2025-01-01 07:24:00,1.1186163,1.3102419,1.4868263
2025-01-01 07:25:00,1.1183788,1.3097875,1.4864696
2025-01-01 07:26:00,1.1181396,1.3093326,1.486114
2025-01-01 07:27:00,1.117899,1.3088772,1.4857593
2025-01-01 07:28:00,1.117657,1.3084217,1.4854058
2025-01-01 07:29:00,1.1174135,1.3079659,1.4850534
2025-01-01 07:30:00,1.1171685,1.3075097,1.484702
2025-01-01 07:31:00,1.1169224,1.3070534,1.484352
2025-01-01 07:32:00,1.116675,1.306597,1.4840032
2025-01-01 07:33:00,1.1164262,1.3061404,1.4836556
2025-01-01 07:34:00,1.1161764,1.305684,1.4833094
