TIME,N_001_v000,N_002_v000
2025-01-01 01:25:00,1.0208986,1.320536
2025-01-01 01:26:00,1.0213149,1.3206962
2025-01-01 01:27:00,1.0217334,1.3208578
2025-01-01 01:28:00,1.0221539,1.3210205
2025-01-01 01:29:00,1.0225767,1.3211844
2025-01-01 01:30:00,1.0230018,1.3213497
2025-01-01 01:31:00,1.0234288,1.321516
2025-01-01 01:32:00,1.0238582,1.3216839
2025-01-01 01:33:00,1.0242896,1.3218528
2025-01-01 01:34:00,1.0247232,1.3220229
2025-01-01 01:35:00,1.0251589,1.3221945
2025-01-01 01:36:00,1.0255969,1.3223671
2025-01-01 01:37:00,1.0260369,1.322541
2025-01-01 01:38:00,1.0264789,1.322716
2025-01-01 01:39:00,1.0269231,1.3228924
2025-01-01 01:40:00,1.0273694,1.3230699
2025-01-01 01:41:00,1.0278177,1.3232486
2025-01-01 01:42:00,1.0282682,1.3234286
2025-01-01 01:43:00,1.0287206,1.3236097
2025-01-01 01:44:00,1.029175,1.323792
2025-01-01 01:45:00,1.0296316,1.3239754
2025-01-01 01:46:00,1.0300902,1.3241601
2025-01-01 01:47:00,1.0305508,1.324346
2025-01-01 01:48:00,1.0310133,1.3245327
2025-01-01 01:49:00,1.0314778,1.3247209
2025-01-01 01:50:00,1.0319443,1.3249102
2025-01-01 01:51:00,1.0324126,1.3251004
2025-01-01 01:52:00,1.0328829,1.3252919
2025-01-01 01:53:00,1.0333552,1.3254844
2025-01-01 01:54:00,1.0338292,1.3256779
2025-01-01 01:55:00,1.0343052,1.3258727
2025-01-01 01:56:00,1.034783,1.3260684
2025-01-01 01:57:00,1.0352626,1.3262651
2025-01-01 01:58:00,1.0357441,1.3264629
2025-01-01 01:59:00,1.0362273,1.3266617
2025-01-01 02:00:00,1.0367124,1.3268616
2025-01-01 02:01:00,1.0371991,1.3270624
2025-01-01 02:02:00,1.0376877,1.3272642
2025-01-01 02:03:00,1.038178,1.3274668
2025-01-01 02:04:00,1.0386697,1.3276705
2025-01-01 02:05:00,1.0391634,1.3278751
2025-01-01 02:06:00,1.0396587,1.3280807
2025-01-01 02:07:00,1.0401554,1.328287
2025-01-01 02:08:00,1.040654,1.3284943
2025-01-01 02:09:00,1.0411539,1.3287024
2025-01-01 02:10:00,1.0416554,1.3289113
2025-01-01 02:11:00,1.0421586,1.3291211
2025-01-01 02:12:00,1.0426632,1.3293316
2025-01-01 02:13:00,1.0431694,1.3295431
2025-01-01 02:14:00,1.0436769,1.3297551
2025-01-01 02:15:00,1.0441859,1.329968
2025-01-01 02:16:00,1.0446962,1.3301816
2025-01-01 02:17:00,1.0452079,1.3303958
2025-01-01 02:18:00,1.045721,1.3306108
2025-01-01 02:19:00,1.0462354,1.3308264
2025-01-01 02:20:00,1.0467511,1.3310425
2025-01-01 02:21:00,1.0472682,1.3312594
2025-01-01 02:22:00,1.0477864,1.3314768
2025-01-01 02:23:00,1.0483057,1.3316947
2025-01-01 02:24:00,1.0488263,1.3319134
2025-01-01 02:25:00,1.0493481,1.3321323
2025-01-01 02:26:00,1.049871,1.3323519
2025-01-01 02:27:00,1.0503949,1.3325719
2025-01-01 02:28:00,1.05092,1.3327924
2025-01-01 02:29:00,1.0514461,1.3330133
2025-01-01 02:30:00,1.051973,1.3332345
2025-01-01 02:31:00,1.0525011,1.3334562
2025-01-01 02:32:00,1.05303,1.3336782
2025-01-01 02:33:00,1.0535598,1.3339005
2025-01-01 02:34:00,1.0540906,1.3341231
2025-01-01 02:35:00,1.0546222,1.3343459
2025-01-01 02:36:00,1.0551544,1.334569
2025-01-01 02:37:00,1.0556877,1.3347924
2025-01-01 02:38:00,1.0562216,1.3350159
2025-01-01 02:39:00,1.0567561,1.3352395
2025-01-01 02:40:00,1.0572914,1.3354633
2025-01-01 02:41:00,1.0578272,1.3356872
2025-01-01 02:42:00,1.0583638,1.3359112
2025-01-01 02:43:00,1.0589008,1.3361351
2025-01-01 02:44:00,1.0594385,1.3363591
2025-01-01 02:45:00,1.0599766,1.3365831
2025-01-01 02:46:00,1.060515,1.336807
2025-01-01 02:47:00,1.0610541,1.337031
2025-01-01 02:48:00,1.0615935,1.3372548
2025-01-01 02:49:00,1.0621332,1.3374783
2025-01-01 02:50:00,1.0626733,1.3377018
2025-01-01 02:51:00,1.0632137,1.3379252
2025-01-01 02:52:00,1.0637543,1.3381482
2025-01-01 02:53:00,1.0642949,1.3383709
2025-01-01 02:54:00,1.064836,1.3385935
2025-01-01 02:55:00,1.0653771,1.3388157
2025-01-01 02:56:00,1.0659182,1.3390375
2025-01-01 02:57:00,1.0664595,1.339259
2025-01-01 02:58:00,1.0670009,1.33948
2025-01-01 02:59:00,1.0675421,1.3397006
2025-01-01 03:00:00,1.0680833,1.3399208
2025-01-01 03:01:00,1.0686245,1.3401405
2025-01-01 03:02:00,1.0691655,1.3403596
2025-01-01 03:03:00,1.0697062,1.340578
2025-01-01 03:04:00,1.0702469,1.3407959
2025-01-01 03:05:00,1.0707873,1.3410132
2025-01-01 03:06:00,1.0713273,1.3412297
2025-01-01 03:07:00,1.0718671,1.3414456
2025-01-01 03:08:00,1.0724065,1.3416607
2025-01-01 03:09:00,1.0729454,1.3418751
2025-01-01 03:10:00,1.073484,1.3420886
2025-01-01 03:11:00,1.074022,1.3423014
2025-01-01 03:12:00,1.0745596,1.3425132
2025-01-01 03:13:00,1.0750965,1.3427241
2025-01-01 03:14:00,1.0756329,1.3429341
2025-01-01 03:15:00,1.0761688,1.3431432
2025-01-01 03:16:00,1.0767037,1.3433512
2025-01-01 03:17:00,1.0772381,1.3435582
2025-01-01 03:18:00,1.0777717,1.3437642
2025-01-01 03:19:00,1.0783043,1.3439689
2025-01-01 03:20:00,1.0788363,1.3441726
2025-01-01 03:21:00,1.0793674,1.3443751
2025-01-01 03:22:00,1.0798974,1.3445764
2025-01-01 03:23:00,1.0804266,1.3447764
2025-01-01 03:24:00,1.0809548,1.3449752
2025-01-01 03:25:00,1.0814818,1.3451726
2025-01-01 03:26:00,1.0820079,1.3453687
2025-01-01 03:27:00,1.0825329,1.3455635
2025-01-01 03:28:00,1.0830566,1.3457569
2025-01-01 03:29:00,1.0835791,1.3459487
2025-01-01 03:30:00,1.0841004,1.3461391
2025-01-01 03:31:00,1.0846205,1.346328
2025-01-01 03:32:00,1.085139,1.3465153
2025-01-01 03:33:00,1.0856564,1.3467011
2025-01-01 03:34:00,1.0861723,1.3468853
2025-01-01 03:35:00,1.0866867,1.3470677
2025-01-01 03:36:00,1.0871998,1.3472486
2025-01-01 03:37:00,1.0877113,1.3474276
2025-01-01 03:38:00,1.0882212,1.3476049
2025-01-01 03:39:00,1.0887295,1.3477805
2025-01-01 03:40:00,1.0892361,1.3479543
2025-01-01 03:41:00,1.0897412,1.3481263
2025-01-01 03:42:00,1.0902444,1.3482962
2025-01-01 03:43:00,1.0907459,1.3484644
2025-01-01 03:44:00,1.0912457,1.3486305
2025-01-01 03:45:00,1.0917435,1.3487946
2025-01-01 03:46:00,1.0922395,1.3489568
2025-01-01 03:47:00,1.0927335,1.349117
2025-01-01 03:48:00,1.0932256,1.349275
2025-01-01 03:49:00,1.0937157,1.3494309
2025-01-01 03:50:00,1.0942038,1.3495848
2025-01-01 03:51:00,1.0946898,1.3497363
2025-01-01 03:52:00,1.0951737,1.3498858
2025-01-01 03:53:00,1.0956556,1.3500329
2025-01-01 03:54:00,1.0961351,1.3501779
2025-01-01 03:55:00,1.0966125,1.3503205
2025-01-01 03:56:00,1.0970875,1.3504608
2025-01-01 03:57:00,1.0975604,1.3505988
2025-01-01 03:58:00,1.0980308,1.3507342
2025-01-01 03:59:00,1.098499,1.3508674
2025-01-01 04:00:00,1.0989647,1.350998
2025-01-01 04:01:00,1.0994278,1.3511262
2025-01-01 04:02:00,1.0998886,1.3512518
2025-01-01 04:03:00,1.1003469,1.351375
2025-01-01 04:04:00,1.1008025,1.3514955
2025-01-01 04:05:00,1.1012557,1.3516135
2025-01-01 04:06:00,1.1017063,1.3517289
2025-01-01 04:07:00,1.1021541,1.3518416
2025-01-01 04:08:00,1.1025991,1.3519515
2025-01-01 04:09:00,1.1030416,1.3520588
2025-01-01 04:10:00,1.1034813,1.3521634
2025-01-01 04:11:00,1.1039181,1.3522651
2025-01-01 04:12:00,1.1043522,1.3523641
2025-01-01 04:13:00,1.1047834,1.3524603
2025-01-01 04:14:00,1.1052116,1.3525535
2025-01-01 04:15:00,1.1056371,1.352644
2025-01-01 04:16:00,1.1060596,1.3527315
2025-01-01 04:17:00,1.1064789,1.3528161
2025-01-01 04:18:00,1.1068952,1.3528978
2025-01-01 04:19:00,1.1073086,1.3529764
2025-01-01 04:20:00,1.107719,1.3530521
2025-01-01 04:21:00,1.108126,1.3531247
2025-01-01 04:22:00,1.10853,1.3531944
2025-01-01 04:23:00,1.1089308,1.3532609
2025-01-01 04:24:00,1.1093284,1.3533242
2025-01-01 04:25:00,1.1097227,1.3533845
2025-01-01 04:26:00,1.110114,1.3534417
2025-01-01 04:27:00,1.1105016,1.3534956
2025-01-01 04:28:00,1.1108862,1.3535464
2025-01-01 04:29:00,1.1112673,1.353594
2025-01-01 04:30:00,1.1116451,1.3536384
2025-01-01 04:31:00,1.1120194,1.3536794
2025-01-01 04:32:00,1.1123903,1.3537172
2025-01-01 04:33:00,1.1127578,1.3537518
2025-01-01 04:34:00,1.1131217,1.3537829
2025-01-01 04:35:00,1.1134822,1.3538108
2025-01-01 04:36:00,1.1138391,1.3538353
2025-01-01 04:37:00,1.1141924,1.3538563
2025-01-01 04:38:00,1.1145421,1.3538742
2025-01-01 04:39:00,1.1148883,1.3538885
2025-01-01 04:40:00,1.1152308,1.3538994
2025-01-01 04:41:00,1.1155696,1.3539069
2025-01-01 04:42:00,1.1159048,1.3539108
2025-01-01 04:43:00,1.1162363,1.3539114
2025-01-01 04:44:00,1.1165639,1.3539083
2025-01-01 04:45:00,1.1168879,1.3539019
2025-01-01 04:46:00,1.1172081,1.3538918
2025-01-01 04:47:00,1.1175245,1.3538783
2025-01-01 04:48:00,1.1178371,1.3538612
2025-01-01 04:49:00,1.1181458,1.3538406
2025-01-01 04:50:00,1.1184506,1.3538162
2025-01-01 04:51:00,1.1187518,1.3537884
2025-01-01 04:52:00,1.1190488,1.3537569
2025-01-01 04:53:00,1.119342,1.3537217
2025-01-01 04:54:00,1.1196313,1.3536831
2025-01-01 04:55:00,1.1199167,1.3536408
2025-01-01 04:56:00,1.120198,1.3535948
2025-01-01 04:57:00,1.1204754,1.3535451
2025-01-01 04:58:00,1.1207488,1.3534917
2025-01-01 04:59:00,1.1210182,1.3534347
2025-01-01 05:00:00,1.1212834,1.3533739
2025-01-01 05:01:00,1.1215448,1.3533095
2025-01-01 05:02:00,1.1218021,1.3532414
2025-01-01 05:03:00,1.1220552,1.3531694
2025-01-01 05:04:00,1.1223043,1.3530939
2025-01-01 05:05:00,1.1225493,1.3530146
2025-01-01 05:06:00,1.1227901,1.3529315
2025-01-01 05:07:00,1.1230268,1.3528447
2025-01-01 05:08:00,1.1232595,1.3527542
2025-01-01 05:09:00,1.1234881,1.35266
2025-01-01 05:10:00,1.1237123,1.3525618
2025-01-01 05:11:00,1.1239325,1.35246
2025-01-01 05:12:00,1.1241485,1.3523545
2025-01-01 05:13:00,1.1243602,1.3522451
2025-01-01 05:14:00,1.1245679,1.352132
2025-01-01 05:15:00,1.1247714,1.3520151
2025-01-01 05:16:00,1.1249704,1.3518944
2025-01-01 05:17:00,1.1251655,1.35177
2025-01-01 05:18:00,1.1253562,1.3516418
2025-01-01 05:19:00,1.1255426,1.3515097
2025-01-01 05:20:00,1.125725,1.351374
2025-01-01 05:21:00,1.1259031,1.3512346
2025-01-01 05:22:00,1.1260769,1.3510913
2025-01-01 05:23:00,1.1262465,1.350944
2025-01-01 05:24:00,1.1264118,1.3507932
2025-01-01 05:25:00,1.126573,1.3506387
2025-01-01 05:26:00,1.1267296,1.3504802
2025-01-01 05:27:00,1.1268822,1.3503182
2025-01-01 05:28:00,1.1270306,1.3501523
2025-01-01 05:29:00,1.1271745,1.3499826
2025-01-01 05:30:00,1.1273143,1.3498093
2025-01-01 05:31:00,1.1274499,1.3496321
2025-01-01 05:32:00,1.1275811,1.3494514
2025-01-01 05:33:00,1.1277081,1.3492668
2025-01-01 05:34:00,1.1278307,1.3490784
2025-01-01 05:35:00,1.1279494,1.3488865
2025-01-01 05:36:00,1.1280634,1.3486907
2025-01-01 05:37:00,1.1281735,1.3484914
2025-01-01 05:38:00,1.1282792,1.3482884
2025-01-01 05:39:00,1.1283805,1.3480816
2025-01-01 05:40:00,1.1284778,1.3478712
2025-01-01 05:41:00,1.1285709,1.3476572
2025-01-01 05:42:00,1.1286596,1.3474394
2025-01-01 05:43:00,1.1287441,1.3472182
2025-01-01 05:44:00,1.1288245,1.3469933
2025-01-01 05:45:00,1.1289006,1.3467648
2025-01-01 05:46:00,1.1289725,1.3465326
2025-01-01 05:47:00,1.1290402,1.3462969
2025-01-01 05:48:00,1.1291038,1.3460577
2025-01-01 05:49:00,1.129163,1.3458148
2025-01-01 05:50:00,1.1292182,1.3455685
2025-01-01 05:51:00,1.1292694,1.3453187
2025-01-01 05:52:00,1.1293161,1.3450652
2025-01-01 05:53:00,1.1293589,1.3448085
2025-01-01 05:54:00,1.1293975,1.3445482
2025-01-01 05:55:00,1.129432,1.3442843
2025-01-01 05:56:00,1.1294624,1.3440173
2025-01-01 05:57:00,1.1294887,1.3437467
2025-01-01 05:58:00,1.129511,1.3434727
2025-01-01 05:59:00,1.1295291,1.3431952
2025-01-01 06:00:00,1.1295432,1.3429146
2025-01-01 06:01:00,1.1295533,1.3426305
2025-01-01 06:02:00,1.1295593,1.3423431
2025-01-01 06:03:00,1.1295614,1.3420525
2025-01-01 06:04:00,1.1295595,1.3417586
2025-01-01 06:05:00,1.1295536,1.3414613
2025-01-01 06:06:00,1.1295437,1.3411609
2025-01-01 06:07:00,1.12953,1.3408573
2025-01-01 06:08:00,1.1295122,1.3405504
2025-01-01 06:09:00,1.1294905,1.3402405
2025-01-01 06:10:00,1.1294651,1.3399274
2025-01-01 06:11:00,1.1294358,1.3396113
2025-01-01 06:12:00,1.1294025,1.3392919
2025-01-01 06:13:00,1.1293654,1.3389696
2025-01-01 06:14:00,1.1293247,1.3386443
2025-01-01 06:15:00,1.12928,1.3383158
2025-01-01 06:16:00,1.1292316,1.3379844
2025-01-01 06:17:00,1.1291795,1.3376502
2025-01-01 06:18:00,1.1291236,1.3373128
2025-01-01 06:19:00,1.1290641,1.3369727
2025-01-01 06:20:00,1.1290009,1.3366297
2025-01-01 06:21:00,1.128934,1.3362839
2025-01-01 06:22:00,1.1288635,1.3359351
2025-01-01 06:23:00,1.1287894,1.3355837
2025-01-01 06:24:00,1.1287117,1.3352295
2025-01-01 06:25:00,1.1286304,1.3348725
2025-01-01 06:26:00,1.1285456,1.334513
2025-01-01 06:27:00,1.1284574,1.3341507
2025-01-01 06:28:00,1.1283656,1.3337857
2025-01-01 06:29:00,1.1282705,1.3334181
2025-01-01 06:30:00,1.1281719,1.3330481
2025-01-01 06:31:00,1.1280698,1.3326753
2025-01-01 06:32:00,1.1279644,1.3323003
2025-01-01 06:33:00,1.1278558,1.3319228
2025-01-01 06:34:00,1.1277436,1.3315426
2025-01-01 06:35:00,1.1276283,1.3311602
2025-01-01 06:36:00,1.1275097,1.3307754
2025-01-01 06:37:00,1.1273879,1.3303883
2025-01-01 06:38:00,1.1272628,1.3299987
2025-01-01 06:39:00,1.1271347,1.329607
2025-01-01 06:40:00,1.1270033,1.329213
2025-01-01 06:41:00,1.1268688,1.3288168
2025-01-01 06:42:00,1.1267313,1.3284185
2025-01-01 06:43:00,1.1265907,1.3280181
2025-01-01 06:44:00,1.1264471,1.3276155
2025-01-01 06:45:00,1.1263006,1.3272109
2025-01-01 06:46:00,1.1261511,1.3268043
2025-01-01 06:47:00,1.1259986,1.3263958
2025-01-01 06:48:00,1.1258432,1.3259852
2025-01-01 06:49:00,1.125685,1.3255727
2025-01-01 06:50:00,1.125524,1.3251585
2025-01-01 06:51:00,1.1253601,1.3247422
2025-01-01 06:52:00,1.1251935,1.3243244
2025-01-01 06:53:00,1.1250243,1.3239046
2025-01-01 06:54:00,1.1248522,1.3234832
2025-01-01 06:55:00,1.1246775,1.3230602
2025-01-01 06:56:00,1.1245003,1.3226354
2025-01-01 06:57:00,1.1243204,1.322209
2025-01-01 06:58:00,1.1241379,1.3217812
2025-01-01 06:59:00,1.123953,1.3213518
2025-01-01 07:00:00,1.1237656,1.320921
2025-01-01 07:01:00,1.1235757,1.3204886
2025-01-01 07:02:00,1.1233834,1.3200549
2025-01-01 07:03:00,1.1231887,1.3196199
2025-01-01 07:04:00,1.1229917,1.3191833
2025-01-01 07:05:00,1.1227924,1.3187457
2025-01-01 07:06:00,1.1225909,1.3183068
2025-01-01 07:07:00,1.1223869,1.3178667
2025-01-01 07:08:00,1.1221809,1.3174254
2025-01-01 07:09:00,1.1219728,1.3169831
2025-01-01 07:10:00,1.1217624,1.3165395
2025-01-01 07:11:00,1.1215501,1.3160951
2025-01-01 07:12:00,1.1213357,1.3156496
2025-01-01 07:13:00,1.1211193,1.3152033
2025-01-01 07:14:00,1.1209008,1.3147558
2025-01-01 07:15:00,1.1206805,1.3143077
2025-01-01 07:16:00,1.1204582,1.3138587
2025-01-01 07:17:00,1.120234,1.3134089
2025-01-01 07:18:00,1.1200081,1.3129584
2025-01-01 07:19:00,1.1197804,1.3125072
2025-01-01 07:20:00,1.119551,1.3120551
2025-01-01 07:21:00,1.1193198,1.3116027
2025-01-01 07:22:00,1.119087,1.3111497
2025-01-01 07:23:00,1.1188524,1.310696
2025-01-01 07:24:00,1.1186163,1.3102419
2025-01-01 07:25:00,1.1183788,1.3097875
2025-01-01 07:26:00,1.1181396,1.3093326
2025-01-01 07:27:00,1.117899,1.3088772
2025-01-01 07:28:00,1.117657,1.3084217
2025-01-01 07:29:00,1.1174135,1.3079659
2025-01-01 07:30:00,1.1171685,1.3075097
2025-01-01 07:31:00,1.1169224,1.3070534
2025-01-01 07:32:00,1.116675,1.306597
2025-01-01 07:33:00,1.1164262,1.3061404
2025-01-01 07:34:00,1.1161764,1.305684
2025-01-01 07:35:00,1.1159253,1.3052274
2025-01-01 07:36:00,1.1156732,1.3047708
2025-01-01 07:37:00,1.1154197,1.3043143
2025-01-01 07:38:00,1.1151655,1.3038579
2025-01-01 07:39:00,1.1149101,1.3034017
2025-01-01 07:40:00,1.1146536,1.3029456
2025-01-01 07:41:00,1.1143963,1.3024899
2025-01-01 07:42:00,1.1141382,1.3020344
2025-01-01 07:43:00,1.1138791,1.301579
2025-01-01 07:44:00,1.1136192,1.3011242
2025-01-01 07:45:00,1.1133586,1.3006698
2025-01-01 07:46:00,1.1130971,1.3002158
2025-01-01 07:47:00,1.1128349,1.2997624
2025-01-01 07:48:00,1.1125722,1.2993095
2025-01-01 07:49:00,1.1123087,1.298857
2025-01-01 07:50:00,1.1120447,1.2984053
2025-01-01 07:51:00,1.1117802,1.2979541
2025-01-01 07:52:00,1.111515,1.2975037
2025-01-01 07:53:00,1.1112493,1.2970539
2025-01-01 07:54:00,1.1109834,1.2966051
2025-01-01 07:55:00,1.1107169,1.2961571
2025-01-01 07:56:00,1.11045,1.2957097
2025-01-01 07:57:00,1.1101829,1.2952634
2025-01-01 07:58:00,1.1099155,1.2948182
2025-01-01 07:59:00,1.1096476,1.2943736
2025-01-01 08:00:00,1.1093796,1.2939303
2025-01-01 08:01:00,1.1091115,1.293488
2025-01-01 08:02:00,1.1088433,1.2930467
2025-01-01 08:03:00,1.1085747,1.2926066
2025-01-01 08:04:00,1.1083063,1.2921677
2025-01-01 08:05:00,1.1080378,1.29173
2025-01-01 08:06:00,1.1077691,1.2912935
2025-01-01 08:07:00,1.1075007,1.2908584
2025-01-01 08:08:00,1.1072322,1.2904246
2025-01-01 08:09:00,1.1069638,1.2899921
2025-01-01 08:10:00,1.1066955,1.289561
2025-01-01 08:11:00,1.1064274,1.2891314
2025-01-01 08:12:00,1.1061594,1.2887032
2025-01-01 08:13:00,1.1058917,1.2882767
2025-01-01 08:14:00,1.1056244,1.2878517
2025-01-01 08:15:00,1.1053573,1.2874283
2025-01-01 08:16:00,1.1050904,1.2870063
2025-01-01 08:17:00,1.1048241,1.2865862
2025-01-01 08:18:00,1.104558,1.2861677
2025-01-01 08:19:00,1.1042924,1.2857509
2025-01-01 08:20:00,1.1040273,1.2853359
2025-01-01 08:21:00,1.1037626,1.2849228
2025-01-01 08:22:00,1.1034983,1.2845113
2025-01-01 08:23:00,1.1032349,1.284102
2025-01-01 08:24:00,1.1029719,1.2836944
2025-01-01 08:25:00,1.1027094,1.2832887
2025-01-01 08:26:00,1.1024477,1.2828851
2025-01-01 08:27:00,1.1021867,1.2824835
2025-01-01 08:28:00,1.1019263,1.2820839
2025-01-01 08:29:00,1.1016667,1.2816863
2025-01-01 08:30:00,1.1014079,1.2812908
2025-01-01 08:31:00,1.1011498,1.2808976
2025-01-01 08:32:00,1.1008925,1.2805064
2025-01-01 08:33:00,1.1006362,1.2801174
2025-01-01 08:34:00,1.1003807,1.2797307
2025-01-01 08:35:00,1.100126,1.2793461
2025-01-01 08:36:00,1.0998724,1.278964
2025-01-01 08:37:00,1.0996197,1.2785841
2025-01-01 08:38:00,1.099368,1.2782066
2025-01-01 08:39:00,1.0991173,1.2778314
2025-01-01 08:40:00,1.0988677,1.2774587
2025-01-01 08:41:00,1.098619,1.2770884
2025-01-01 08:42:00,1.0983714,1.2767204
2025-01-01 08:43:00,1.0981251,1.276355
2025-01-01 08:44:00,1.0978799,1.2759922
2025-01-01 08:45:00,1.0976356,1.2756318
2025-01-01 08:46:00,1.0973928,1.2752739
2025-01-01 08:47:00,1.097151,1.2749188
2025-01-01 08:48:00,1.0969105,1.274566
2025-01-01 08:49:00,1.0966713,1.2742162
2025-01-01 08:50:00,1.0964334,1.2738689
2025-01-01 08:51:00,1.0961968,1.2735243
2025-01-01 08:52:00,1.0959613,1.2731823
2025-01-01 08:53:00,1.0957274,1.2728431
2025-01-01 08:54:00,1.0954949,1.2725067
2025-01-01 08:55:00,1.0952635,1.272173
2025-01-01 08:56:00,1.0950336,1.2718421
2025-01-01 08:57:00,1.0948052,1.2715142
2025-01-01 08:58:00,1.0945781,1.2711889
2025-01-01 08:59:00,1.0943527,1.2708665
2025-01-01 09:00:00,1.0941287,1.2705472
2025-01-01 09:01:00,1.093906,1.2702304
2025-01-01 09:02:00,1.093685,1.2699168
2025-01-01 09:03:00,1.0934654,1.2696061
2025-01-01 09:04:00,1.0932475,1.2692983
2025-01-01 09:05:00,1.093031,1.2689935
2025-01-01 09:06:00,1.0928162,1.2686917
2025-01-01 09:07:00,1.092603,1.2683929
2025-01-01 09:08:00,1.0923913,1.268097
2025-01-01 09:09:00,1.0921812,1.2678043
2025-01-01 09:10:00,1.0919728,1.2675146
2025-01-01 09:11:00,1.091766,1.2672279
2025-01-01 09:12:00,1.0915608,1.2669444
2025-01-01 09:13:00,1.0913575,1.2666639
2025-01-01 09:14:00,1.0911556,1.2663865
2025-01-01 09:15:00,1.0909555,1.2661122
2025-01-01 09:16:00,1.0907573,1.2658412
2025-01-01 09:17:00,1.0905606,1.2655733
2025-01-01 09:18:00,1.0903656,1.2653084
2025-01-01 09:19:00,1.0901724,1.2650468
2025-01-01 09:20:00,1.0899811,1.2647884
2025-01-01 09:21:00,1.0897913,1.264533
2025-01-01 09:22:00,1.0896033,1.2642809
2025-01-01 09:23:00,1.0894172,1.2640321
