token_id,variable_index,variable_name,token_type,value_average,value_median,range_start,range_end,count,probability,variable_sample_count,is_constant,is_binary,variable_group,duplicate_of
184,20,C_022:SP_out,range,0.8397589930,0.8393152356,0.7708802223,0.8735040416,19579,0.1000439439,195704,False,False,boundary,
185,20,C_022:SP_out,range,0.8969694022,0.8961166739,0.8735040426,0.9207028141,19575,0.1000235049,195704,False,False,boundary,
186,20,C_022:SP_out,range,0.9345167470,0.9337732792,0.9207028151,0.9513863911,19578,0.1000388342,195704,False,False,boundary,
187,20,C_022:SP_out,range,0.9663690132,0.9688294530,0.9513863921,0.9761742939,19576,0.1000286146,195704,False,False,boundary,
188,20,C_022:SP_out,range,0.9871505596,0.9856924415,0.9761742949,1.0032263984,19573,0.1000132854,195704,False,False,boundary,
189,20,C_022:SP_out,range,1.0174586099,1.0200169086,1.0032263994,1.0266565074,19577,0.1000337244,195704,False,False,boundary,
190,20,C_022:SP_out,range,1.0377521409,1.0364412069,1.0266565084,1.0535149564,19577,0.1000337244,195704,False,False,boundary,
191,20,C_022:SP_out,range,1.0692805599,1.0702959299,1.0535149574,1.0812884559,19577,0.1000337244,195704,False,False,boundary,
192,20,C_022:SP_out,range,1.1043486121,1.1053669453,1.0812884569,1.1265262355,19547,0.0998804317,195704,False,False,boundary,
193,20,C_022:SP_out,range,1.1550589496,1.1575365067,1.1265262365,1.1799995899,19545,0.0998702122,195704,False,False,boundary,
194,21,C_023:SP_out,range,0.8472099085,0.8462420702,0.8200004101,0.8754134168,19578,0.1000388342,195704,False,False,boundary,
195,21,C_023:SP_out,range,0.8970121676,0.8953597546,0.8754134178,0.9204238643,19579,0.1000439439,195704,False,False,boundary,
196,21,C_023:SP_out,range,0.9331694479,0.9323890805,0.9204238653,0.9490953078,19574,0.1000183951,195704,False,False,boundary,
197,21,C_023:SP_out,range,0.9648277592,0.9668211937,0.9490953088,0.9751788368,19606,0.1001819074,195704,False,False,boundary,
198,21,C_023:SP_out,range,0.9854787734,0.9835487008,0.9751788378,1.0008206357,19576,0.1000286146,195704,False,False,boundary,
199,21,C_023:SP_out,range,1.0158024743,1.0182251930,1.0008206367,1.0256910314,19579,0.1000439439,195704,False,False,boundary,
200,21,C_023:SP_out,range,1.0359755948,1.0344142914,1.0256910324,1.0515543212,19573,0.1000132854,195704,False,False,boundary,
201,21,C_023:SP_out,range,1.0675954879,1.0684634447,1.0515543222,1.0798296918,19547,0.0998804317,195704,False,False,boundary,
202,21,C_023:SP_out,range,1.1050678694,1.1061391830,1.0798296928,1.1274030199,19546,0.0998753219,195704,False,False,boundary,
203,21,C_023:SP_out,range,1.1631784301,1.1622852683,1.1274030209,1.2530580759,19546,0.0998753219,195704,False,False,boundary,
204,22,E_001:SNQ,range,0.7563684871,0.7596241236,0.7200005651,0.7900786390,19580,0.1000490537,195704,False,False,boundary,
205,22,E_001:SNQ,range,0.8207872268,0.8224146366,0.7900786400,0.8443403234,19575,0.1000235049,195704,False,False,boundary,
206,22,E_001:SNQ,range,0.8653071820,0.8692170978,0.8443403244,0.8788675060,19608,0.1001921269,195704,False,False,boundary,
207,22,E_001:SNQ,range,0.8980833485,0.8978298903,0.8788675070,0.9200378646,19664,0.1004782733,195704,False,False,boundary,
208,22,E_001:SNQ,range,0.9326315893,0.9298498034,0.9200378656,0.9526216974,19547,0.0998804317,195704,False,False,boundary,
209,22,E_001:SNQ,range,0.9703386194,0.9715650082,0.9526216984,0.9819890847,19547,0.0998804317,195704,False,False,boundary,
210,22,E_001:SNQ,range,1.0047099207,1.0055271387,0.9819890857,1.0228991498,19548,0.0998855414,195704,False,False,boundary,
211,22,E_001:SNQ,range,1.0368512000,1.0338283181,1.0228991508,1.0590934743,19604,0.1001716879,195704,False,False,boundary,
212,22,E_001:SNQ,range,1.0830024652,1.0796191692,1.0590934753,1.1136784544,19545,0.0998702122,195704,False,False,boundary,
213,22,E_001:SNQ,range,1.1619236454,1.1451189518,1.1136784554,1.3658239841,19486,0.0995687365,195704,False,False,boundary,
214,23,E_018:SNQ,range,0.7552353023,0.7592113018,0.7200004458,0.7914068093,19581,0.1000541634,195704,False,False,boundary,
215,23,E_018:SNQ,range,0.8219370611,0.8232103586,0.7914068103,0.8450306048,19574,0.1000183951,195704,False,False,boundary,
